(52, 27, 1)	nan
(52, 33, 1)	(33, 27, 7)	nan
(52, 33, 1)	(33, 27, 0)	nan
(52, 33, 1)	(33, 54, 2)	(54, 27, 7)	nan
(52, 33, 1)	(33, 54, 2)	(54, 27, 4)	nan
(52, 33, 1)	(33, 50, 3)	(50, 27, 7)	nan
(52, 33, 1)	(33, 50, 3)	(50, 27, 2)	nan
(52, 33, 1)	(33, 74, 0)	(74, 27, 7)	nan
(52, 33, 1)	(33, 74, 0)	(74, 27, 7)	nan
(52, 33, 1)	(33, 74, 0)	(74, 27, 5)	nan
(52, 33, 1)	(33, 74, 0)	(74, 27, 2)	nan
(52, 33, 1)	(33, 87, 3)	(87, 27, 7)	nan
(52, 33, 1)	(33, 87, 3)	(87, 27, 7)	nan
(52, 33, 1)	(33, 87, 3)	(87, 27, 3)	nan
(52, 33, 1)	(33, 87, 3)	(87, 27, 5)	nan
(52, 33, 1)	(33, 41, 1)	(41, 27, 7)	nan
(52, 33, 1)	(33, 41, 1)	(41, 27, 7)	nan
(52, 33, 1)	(33, 41, 1)	(41, 27, 4)	nan
(52, 33, 1)	(33, 84, 0)	(84, 27, 7)	nan
(52, 33, 1)	(33, 29, 2)	(29, 27, 7)	nan
(52, 33, 1)	(33, 29, 2)	(29, 27, 5)	nan
(52, 29, 8)	(29, 27, 7)	nan
(52, 29, 8)	(29, 27, 5)	nan
(52, 29, 8)	(29, 50, 5)	(50, 27, 7)	nan
(52, 29, 8)	(29, 50, 5)	(50, 27, 2)	nan
(52, 29, 8)	(29, 88, 0)	(88, 27, 7)	nan
(52, 29, 8)	(29, 88, 0)	(88, 27, 7)	nan
(52, 29, 8)	(29, 88, 0)	(88, 27, 5)	nan
(52, 29, 8)	(29, 88, 0)	(88, 27, 3)	nan
(52, 29, 8)	(29, 35, 1)	(35, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 27, 7)	nan
(52, 29, 8)	(29, 86, 1)	(86, 27, 7)	nan
(52, 29, 8)	(29, 61, 7)	(61, 27, 7)	nan
(52, 29, 8)	(29, 61, 7)	(61, 27, 8)	nan
(52, 45, 3)	(45, 59, 1)	(59, 27, 7)	nan
(52, 45, 3)	(45, 33, 8)	(33, 27, 7)	nan
(52, 45, 3)	(45, 33, 8)	(33, 27, 0)	nan
(52, 45, 3)	(45, 76, 7)	(76, 27, 7)	nan
(52, 45, 3)	(45, 76, 7)	(76, 27, 7)	nan
