(62, 0, 0)	nan
(62, 0, 7)	nan
(62, 35, 8)	(35, 0, 0)	nan
(62, 35, 8)	(35, 0, 3)	nan
(62, 35, 8)	(35, 0, 4)	nan
(62, 35, 8)	(35, 68, 7)	(68, 0, 0)	nan
(62, 35, 8)	(35, 68, 7)	(68, 0, 6)	nan
(62, 35, 8)	(35, 56, 1)	(56, 0, 0)	nan
(62, 35, 8)	(35, 56, 1)	(56, 0, 4)	nan
(62, 35, 8)	(35, 30, 8)	(30, 0, 0)	nan
(62, 35, 8)	(35, 30, 8)	(30, 0, 4)	nan
(62, 35, 8)	(35, 52, 3)	(52, 0, 0)	nan
(62, 35, 8)	(35, 52, 3)	(52, 0, 1)	nan
(62, 35, 8)	(35, 75, 7)	(75, 0, 0)	nan
(62, 35, 8)	(35, 75, 7)	(75, 0, 2)	nan
(62, 35, 8)	(35, 88, 1)	(88, 0, 0)	nan
(62, 35, 8)	(35, 88, 1)	(88, 0, 3)	nan
(62, 35, 8)	(35, 88, 1)	(88, 0, 7)	nan
(62, 81, 7)	(81, 0, 0)	nan
(62, 81, 7)	(81, 29, 8)	(29, 0, 0)	nan
(62, 81, 7)	(81, 29, 8)	(29, 0, 5)	nan
(62, 81, 7)	(81, 29, 7)	(29, 0, 0)	nan
(62, 81, 7)	(81, 29, 7)	(29, 0, 5)	nan
(62, 81, 7)	(81, 29, 1)	(29, 0, 0)	nan
(62, 81, 7)	(81, 29, 1)	(29, 0, 5)	nan
(62, 81, 7)	(81, 76, 0)	(76, 0, 0)	nan
(62, 81, 7)	(81, 32, 8)	(32, 0, 0)	nan
(62, 81, 7)	(81, 85, 0)	(85, 0, 0)	nan
(62, 81, 7)	(81, 85, 0)	(85, 0, 6)	nan
(62, 81, 7)	(81, 69, 0)	(69, 0, 0)	nan
(62, 81, 7)	(81, 69, 0)	(69, 0, 0)	nan
(62, 81, 7)	(81, 69, 0)	(69, 0, 8)	nan
(62, 81, 7)	(81, 57, 7)	(57, 0, 0)	nan
(62, 81, 7)	(81, 57, 7)	(57, 0, 3)	nan
(62, 81, 7)	(81, 57, 7)	(57, 0, 5)	nan
(62, 81, 7)	(81, 33, 0)	(33, 0, 0)	nan
(62, 81, 7)	(81, 33, 0)	(33, 0, 8)	nan
(62, 65, 2)	(65, 35, 1)	(35, 0, 0)	nan
(62, 65, 2)	(65, 35, 1)	(35, 0, 3)	nan
(62, 65, 2)	(65, 35, 1)	(35, 0, 4)	nan
(62, 65, 2)	(65, 71, 1)	(71, 0, 0)	nan
(62, 65, 2)	(65, 71, 1)	(71, 0, 1)	nan
(62, 65, 2)	(65, 83, 0)	(83, 0, 0)	nan
(62, 65, 2)	(65, 83, 0)	(83, 0, 8)	nan
(62, 65, 2)	(65, 33, 7)	(33, 0, 0)	nan
(62, 65, 2)	(65, 33, 7)	(33, 0, 8)	nan
(62, 65, 2)	(65, 33, 7)	(33, 0, 0)	nan
(62, 65, 2)	(65, 33, 7)	(33, 0, 8)	nan
(62, 65, 2)	(65, 41, 0)	(41, 0, 0)	nan
(62, 65, 2)	(65, 41, 0)	(41, 0, 0)	nan
