(64, 29, 8)	(29, 35, 1)	nan
(64, 29, 8)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 8)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 8)	(29, 61, 7)	(61, 35, 8)	nan
(64, 29, 8)	(29, 61, 7)	(61, 35, 7)	nan
(64, 29, 8)	(29, 35, 1)	nan
(64, 29, 8)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 8)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 8)	(29, 61, 7)	(61, 35, 8)	nan
(64, 29, 8)	(29, 61, 7)	(61, 35, 7)	nan
(64, 29, 4)	(29, 35, 1)	nan
(64, 29, 4)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 4)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 4)	(29, 61, 7)	(61, 35, 8)	nan
(64, 29, 4)	(29, 61, 7)	(61, 35, 7)	nan
(64, 29, 6)	(29, 35, 1)	nan
(64, 29, 6)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 6)	(29, 76, 3)	(76, 35, 8)	nan
(64, 29, 6)	(29, 61, 7)	(61, 35, 8)	nan
(64, 29, 6)	(29, 61, 7)	(61, 35, 7)	nan
(64, 33, 0)	(33, 54, 2)	(54, 35, 3)	nan
(64, 33, 0)	(33, 74, 0)	(74, 35, 7)	nan
(64, 33, 0)	(33, 87, 3)	(87, 35, 8)	nan
(64, 33, 0)	(33, 41, 1)	(41, 35, 8)	nan
(64, 33, 0)	(33, 84, 0)	(84, 35, 8)	nan
(64, 33, 0)	(33, 84, 0)	(84, 35, 8)	nan
(64, 33, 0)	(33, 29, 2)	(29, 35, 1)	nan
(64, 30, 8)	(30, 60, 7)	(60, 35, 8)	nan
(64, 30, 8)	(30, 60, 7)	(60, 35, 8)	nan
(64, 30, 8)	(30, 60, 0)	(60, 35, 8)	nan
(64, 30, 8)	(30, 60, 0)	(60, 35, 8)	nan
(64, 30, 8)	(30, 34, 8)	(34, 35, 8)	nan
(64, 30, 8)	(30, 85, 0)	(85, 35, 1)	nan
(64, 30, 5)	(30, 60, 7)	(60, 35, 8)	nan
(64, 30, 5)	(30, 60, 7)	(60, 35, 8)	nan
(64, 30, 5)	(30, 60, 0)	(60, 35, 8)	nan
(64, 30, 5)	(30, 60, 0)	(60, 35, 8)	nan
(64, 30, 5)	(30, 34, 8)	(34, 35, 8)	nan
(64, 30, 5)	(30, 85, 0)	(85, 35, 1)	nan
(64, 83, 7)	(83, 29, 8)	(29, 35, 1)	nan
(64, 83, 7)	(83, 29, 2)	(29, 35, 1)	nan
(64, 83, 7)	(83, 87, 0)	(87, 35, 8)	nan
(64, 83, 7)	(83, 76, 3)	(76, 35, 8)	nan
(64, 83, 7)	(83, 76, 3)	(76, 35, 8)	nan
(64, 83, 7)	(83, 85, 0)	(85, 35, 1)	nan
(64, 83, 7)	(83, 78, 0)	(78, 35, 8)	nan
(64, 37, 3)	(37, 31, 8)	(31, 35, 8)	nan
(64, 37, 3)	(37, 31, 8)	(31, 35, 8)	nan
(64, 37, 3)	(37, 31, 5)	(31, 35, 8)	nan
(64, 37, 3)	(37, 31, 0)	(31, 35, 8)	nan
(64, 37, 3)	(37, 60, 7)	(60, 35, 8)	nan
