(85, 33, 8)	(33, 54, 2)	(54, 18, 4)	nan
(85, 33, 8)	(33, 54, 2)	(54, 18, 5)	nan
(85, 33, 8)	(33, 74, 0)	(74, 18, 4)	nan
(85, 33, 8)	(33, 87, 3)	(87, 18, 4)	nan
(85, 33, 8)	(33, 87, 3)	(87, 18, 6)	nan
(85, 33, 8)	(33, 41, 1)	(41, 18, 4)	nan
(85, 33, 8)	(33, 29, 2)	(29, 18, 4)	nan
(85, 33, 4)	(33, 54, 2)	(54, 18, 4)	nan
(85, 33, 4)	(33, 54, 2)	(54, 18, 5)	nan
(85, 33, 4)	(33, 74, 0)	(74, 18, 4)	nan
(85, 33, 4)	(33, 87, 3)	(87, 18, 4)	nan
(85, 33, 4)	(33, 87, 3)	(87, 18, 6)	nan
(85, 33, 4)	(33, 41, 1)	(41, 18, 4)	nan
(85, 33, 4)	(33, 29, 2)	(29, 18, 4)	nan
(85, 83, 3)	(83, 29, 8)	(29, 18, 4)	nan
(85, 83, 3)	(83, 29, 2)	(29, 18, 4)	nan
(85, 83, 3)	(83, 87, 0)	(87, 18, 4)	nan
(85, 83, 3)	(83, 87, 0)	(87, 18, 6)	nan
(85, 83, 3)	(83, 82, 1)	(82, 18, 4)	nan
(85, 83, 3)	(83, 76, 3)	(76, 18, 4)	nan
(85, 83, 3)	(83, 76, 3)	(76, 18, 4)	nan
(85, 83, 3)	(83, 49, 1)	(49, 18, 4)	nan
(85, 35, 1)	(35, 18, 4)	nan
(85, 35, 1)	(35, 18, 7)	nan
(85, 35, 1)	(35, 74, 5)	(74, 18, 4)	nan
(85, 35, 1)	(35, 68, 7)	(68, 18, 4)	nan
(85, 35, 1)	(35, 68, 7)	(68, 18, 4)	nan
(85, 35, 1)	(35, 68, 7)	(68, 18, 1)	nan
(85, 35, 1)	(35, 68, 7)	(68, 18, 7)	nan
(85, 35, 1)	(35, 56, 1)	(56, 18, 4)	nan
(85, 35, 1)	(35, 52, 3)	(52, 18, 4)	nan
(85, 35, 1)	(35, 88, 1)	(88, 18, 4)	nan
(85, 37, 3)	(37, 32, 8)	(32, 18, 4)	nan
(85, 37, 3)	(37, 32, 8)	(32, 18, 4)	nan
