(35, 20, 7)	nan
(35, 74, 5)	(74, 20, 5)	nan
(35, 74, 5)	(74, 20, 2)	nan
(35, 74, 5)	(74, 76, 5)	(76, 20, 5)	nan
(35, 74, 5)	(74, 90, 1)	(90, 20, 5)	nan
(35, 74, 5)	(74, 90, 1)	(90, 20, 3)	nan
(35, 74, 5)	(74, 51, 7)	(51, 20, 5)	nan
(35, 74, 5)	(74, 51, 7)	(51, 20, 0)	nan
(35, 74, 5)	(74, 29, 8)	(29, 20, 5)	nan
(35, 74, 5)	(74, 29, 8)	(29, 20, 5)	nan
(35, 74, 5)	(74, 29, 8)	(29, 20, 4)	nan
(35, 68, 7)	(68, 72, 8)	(72, 20, 5)	nan
(35, 68, 7)	(68, 72, 8)	(72, 20, 5)	nan
(35, 68, 7)	(68, 82, 7)	(82, 20, 5)	nan
(35, 68, 7)	(68, 82, 7)	(82, 20, 5)	nan
(35, 68, 7)	(68, 82, 7)	(82, 20, 7)	nan
(35, 68, 7)	(68, 82, 7)	(82, 20, 4)	nan
(35, 68, 7)	(68, 36, 7)	(36, 20, 5)	nan
(35, 68, 7)	(68, 36, 7)	(36, 20, 5)	nan
(35, 68, 7)	(68, 36, 7)	(36, 20, 1)	nan
(35, 68, 7)	(68, 36, 7)	(36, 20, 0)	nan
(35, 68, 7)	(68, 52, 8)	(52, 20, 5)	nan
(35, 68, 7)	(68, 52, 8)	(52, 20, 5)	nan
(35, 68, 7)	(68, 52, 8)	(52, 20, 7)	nan
(35, 68, 7)	(68, 52, 8)	(52, 20, 1)	nan
(35, 68, 7)	(68, 91, 7)	(91, 20, 5)	nan
(35, 68, 7)	(68, 91, 7)	(91, 20, 4)	nan
(35, 56, 1)	(56, 29, 8)	(29, 20, 5)	nan
(35, 56, 1)	(56, 29, 8)	(29, 20, 5)	nan
(35, 56, 1)	(56, 29, 8)	(29, 20, 4)	nan
(35, 56, 1)	(56, 41, 2)	(41, 20, 5)	nan
(35, 56, 1)	(56, 41, 2)	(41, 20, 5)	nan
(35, 56, 1)	(56, 41, 2)	(41, 20, 3)	nan
(35, 56, 1)	(56, 41, 2)	(41, 20, 0)	nan
(35, 56, 1)	(56, 37, 7)	(37, 20, 5)	nan
(35, 56, 1)	(56, 37, 7)	(37, 20, 5)	nan
(35, 56, 1)	(56, 59, 4)	(59, 20, 5)	nan
(35, 56, 1)	(56, 59, 4)	(59, 20, 5)	nan
(35, 56, 1)	(56, 59, 4)	(59, 20, 5)	nan
(35, 56, 1)	(56, 59, 4)	(59, 20, 5)	nan
(35, 56, 1)	(56, 20, 2)	nan
(35, 56, 1)	(56, 20, 5)	nan
(35, 56, 1)	(56, 20, 5)	nan
(35, 56, 1)	(56, 42, 7)	(42, 20, 5)	nan
(35, 56, 1)	(56, 42, 7)	(42, 20, 0)	nan
(35, 30, 8)	(30, 72, 4)	(72, 20, 5)	nan
(35, 30, 8)	(30, 72, 4)	(72, 20, 5)	nan
(35, 30, 8)	(30, 60, 7)	(60, 20, 5)	nan
(35, 30, 8)	(30, 60, 0)	(60, 20, 5)	nan
(35, 30, 8)	(30, 75, 7)	(75, 20, 5)	nan
