(55, 26, 3)	nan
(55, 35, 8)	(35, 26, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 26, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 26, 0)	nan
(55, 35, 8)	(35, 68, 7)	(68, 26, 7)	nan
(55, 35, 8)	(35, 56, 1)	(56, 26, 7)	nan
(55, 35, 8)	(35, 56, 1)	(56, 26, 2)	nan
(55, 35, 8)	(35, 56, 1)	(56, 26, 3)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 7)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 7)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 4)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 5)	nan
(55, 35, 8)	(35, 75, 7)	(75, 26, 7)	nan
(55, 35, 8)	(35, 75, 7)	(75, 26, 8)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 8)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 2)	nan
(55, 35, 8)	(35, 26, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 26, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 26, 0)	nan
(55, 35, 8)	(35, 68, 7)	(68, 26, 7)	nan
(55, 35, 8)	(35, 56, 1)	(56, 26, 7)	nan
(55, 35, 8)	(35, 56, 1)	(56, 26, 2)	nan
(55, 35, 8)	(35, 56, 1)	(56, 26, 3)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 7)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 7)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 4)	nan
(55, 35, 8)	(35, 30, 8)	(30, 26, 5)	nan
(55, 35, 8)	(35, 75, 7)	(75, 26, 7)	nan
(55, 35, 8)	(35, 75, 7)	(75, 26, 8)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 8)	nan
(55, 35, 8)	(35, 88, 1)	(88, 26, 2)	nan
(55, 35, 3)	(35, 26, 7)	nan
(55, 35, 3)	(35, 74, 5)	(74, 26, 7)	nan
(55, 35, 3)	(35, 74, 5)	(74, 26, 0)	nan
(55, 35, 3)	(35, 68, 7)	(68, 26, 7)	nan
(55, 35, 3)	(35, 56, 1)	(56, 26, 7)	nan
(55, 35, 3)	(35, 56, 1)	(56, 26, 2)	nan
(55, 35, 3)	(35, 56, 1)	(56, 26, 3)	nan
(55, 35, 3)	(35, 30, 8)	(30, 26, 7)	nan
(55, 35, 3)	(35, 30, 8)	(30, 26, 7)	nan
(55, 35, 3)	(35, 30, 8)	(30, 26, 4)	nan
(55, 35, 3)	(35, 30, 8)	(30, 26, 5)	nan
(55, 35, 3)	(35, 75, 7)	(75, 26, 7)	nan
(55, 35, 3)	(35, 75, 7)	(75, 26, 8)	nan
(55, 35, 3)	(35, 88, 1)	(88, 26, 7)	nan
