(87, 20, 8)	nan
(87, 34, 8)	(34, 20, 5)	nan
(87, 34, 8)	(34, 20, 7)	nan
(87, 34, 8)	(34, 91, 1)	(91, 20, 5)	nan
(87, 34, 8)	(34, 91, 1)	(91, 20, 4)	nan
(87, 34, 8)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 8)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 8)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 8)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 8)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 8)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 8)	(34, 41, 7)	(41, 20, 5)	nan
(87, 34, 8)	(34, 41, 7)	(41, 20, 5)	nan
(87, 34, 8)	(34, 41, 7)	(41, 20, 3)	nan
(87, 34, 8)	(34, 41, 7)	(41, 20, 0)	nan
(87, 34, 8)	(34, 35, 8)	(35, 20, 5)	nan
(87, 34, 8)	(34, 35, 8)	(35, 20, 7)	nan
(87, 34, 7)	(34, 20, 5)	nan
(87, 34, 7)	(34, 20, 7)	nan
(87, 34, 7)	(34, 91, 1)	(91, 20, 5)	nan
(87, 34, 7)	(34, 91, 1)	(91, 20, 4)	nan
(87, 34, 7)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 7)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 7)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 7)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 7)	(34, 67, 2)	(67, 20, 5)	nan
(87, 34, 7)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 7)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
(87, 34, 7)	(34, 59, 3)	(59, 20, 5)	nan
