(30, 25, 2)	nan
(30, 72, 4)	(72, 25, 7)	nan
(30, 72, 4)	(72, 25, 7)	nan
(30, 72, 4)	(72, 25, 4)	nan
(30, 72, 4)	(72, 58, 7)	(58, 25, 7)	nan
(30, 72, 4)	(72, 66, 1)	(66, 25, 7)	nan
(30, 72, 4)	(72, 66, 1)	(66, 25, 7)	nan
(30, 72, 4)	(72, 66, 1)	(66, 25, 6)	nan
(30, 60, 7)	(60, 32, 8)	(32, 25, 7)	nan
(30, 60, 7)	(60, 32, 8)	(32, 25, 7)	nan
(30, 60, 7)	(60, 32, 8)	(32, 25, 6)	nan
(30, 60, 7)	(60, 32, 8)	(32, 25, 0)	nan
(30, 60, 7)	(60, 36, 1)	(36, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 7)	(60, 74, 1)	(74, 25, 7)	nan
(30, 60, 7)	(60, 74, 1)	(74, 25, 0)	nan
(30, 60, 0)	(60, 32, 8)	(32, 25, 7)	nan
(30, 60, 0)	(60, 32, 8)	(32, 25, 7)	nan
(30, 60, 0)	(60, 32, 8)	(32, 25, 6)	nan
(30, 60, 0)	(60, 32, 8)	(32, 25, 0)	nan
(30, 60, 0)	(60, 36, 1)	(36, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 79, 1)	(79, 25, 7)	nan
(30, 60, 0)	(60, 74, 1)	(74, 25, 7)	nan
(30, 60, 0)	(60, 74, 1)	(74, 25, 0)	nan
(30, 75, 7)	(75, 33, 8)	(33, 25, 5)	nan
(30, 75, 7)	(75, 33, 8)	(33, 25, 5)	nan
(30, 75, 7)	(75, 33, 6)	(33, 25, 5)	nan
(30, 75, 7)	(75, 33, 5)	(33, 25, 5)	nan
