(59, 29, 3)	(29, 12, 3)	nan
(59, 29, 3)	(29, 12, 4)	nan
(59, 29, 3)	(29, 35, 1)	(35, 12, 3)	nan
(59, 29, 3)	(29, 35, 1)	(35, 12, 3)	nan
(59, 29, 3)	(29, 35, 1)	(35, 12, 4)	nan
(59, 29, 3)	(29, 86, 1)	(86, 12, 7)	nan
(59, 77, 3)	(77, 34, 8)	(34, 12, 3)	nan
(59, 77, 3)	(77, 34, 2)	(34, 12, 3)	nan
(59, 77, 3)	(77, 35, 7)	(35, 12, 3)	nan
(59, 77, 3)	(77, 35, 7)	(35, 12, 3)	nan
(59, 77, 3)	(77, 35, 7)	(35, 12, 4)	nan
(59, 77, 3)	(77, 30, 7)	(30, 12, 3)	nan
(59, 77, 3)	(77, 12, 3)	nan
(59, 47, 5)	(47, 83, 0)	(83, 12, 3)	nan
(59, 47, 5)	(47, 83, 0)	(83, 12, 3)	nan
(59, 47, 5)	(47, 83, 0)	(83, 12, 1)	nan
(59, 47, 5)	(47, 43, 0)	(43, 12, 0)	nan
(59, 47, 5)	(47, 39, 5)	(39, 12, 3)	nan
(59, 47, 5)	(47, 39, 5)	(39, 12, 3)	nan
(59, 47, 2)	(47, 83, 0)	(83, 12, 3)	nan
(59, 47, 2)	(47, 83, 0)	(83, 12, 3)	nan
(59, 47, 2)	(47, 83, 0)	(83, 12, 1)	nan
(59, 47, 2)	(47, 43, 0)	(43, 12, 0)	nan
(59, 47, 2)	(47, 39, 5)	(39, 12, 3)	nan
(59, 47, 2)	(47, 39, 5)	(39, 12, 3)	nan
(59, 81, 3)	(81, 29, 8)	(29, 12, 3)	nan
(59, 81, 3)	(81, 29, 8)	(29, 12, 4)	nan
(59, 81, 3)	(81, 29, 7)	(29, 12, 3)	nan
(59, 81, 3)	(81, 29, 7)	(29, 12, 4)	nan
(59, 81, 3)	(81, 29, 1)	(29, 12, 3)	nan
(59, 81, 3)	(81, 29, 1)	(29, 12, 4)	nan
(59, 81, 3)	(81, 32, 8)	(32, 12, 3)	nan
(59, 81, 3)	(81, 32, 8)	(32, 12, 4)	nan
(59, 81, 3)	(81, 85, 0)	(85, 12, 3)	nan
(59, 81, 3)	(81, 12, 3)	nan
(59, 81, 3)	(81, 69, 0)	(69, 12, 3)	nan
(59, 81, 3)	(81, 69, 0)	(69, 12, 3)	nan
(59, 81, 3)	(81, 69, 0)	(69, 12, 6)	nan
(59, 81, 3)	(81, 69, 0)	(69, 12, 0)	nan
(59, 81, 3)	(81, 33, 0)	(33, 12, 3)	nan
(59, 46, 7)	(46, 30, 8)	(30, 12, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 12, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 12, 4)	nan
(59, 46, 7)	(46, 69, 0)	(69, 12, 3)	nan
(59, 46, 7)	(46, 69, 0)	(69, 12, 3)	nan
(59, 46, 7)	(46, 69, 0)	(69, 12, 6)	nan
(59, 46, 7)	(46, 69, 0)	(69, 12, 0)	nan
(59, 46, 7)	(46, 54, 5)	(54, 12, 3)	nan
(59, 46, 7)	(46, 54, 5)	(54, 12, 3)	nan
(59, 46, 7)	(46, 54, 5)	(54, 12, 8)	nan
(59, 46, 7)	(46, 54, 5)	(54, 12, 1)	nan
