(92, 26, 4)	nan
(92, 26, 2)	nan
(92, 53, 7)	(53, 26, 7)	nan
(92, 53, 7)	(53, 26, 2)	nan
(92, 53, 7)	(53, 34, 3)	(34, 26, 7)	nan
(92, 53, 7)	(53, 34, 3)	(34, 26, 5)	nan
(92, 53, 7)	(53, 86, 2)	(86, 26, 7)	nan
(92, 53, 7)	(53, 85, 3)	(85, 26, 7)	nan
(92, 53, 7)	(53, 85, 3)	(85, 26, 7)	nan
(92, 53, 7)	(53, 85, 3)	(85, 26, 7)	nan
(92, 53, 7)	(53, 85, 3)	(85, 26, 7)	nan
(92, 53, 7)	(53, 74, 3)	(74, 26, 7)	nan
(92, 53, 7)	(53, 74, 3)	(74, 26, 0)	nan
(92, 53, 7)	(53, 57, 2)	(57, 26, 7)	nan
(92, 53, 7)	(53, 57, 2)	(57, 26, 7)	nan
(92, 53, 7)	(53, 57, 2)	(57, 26, 4)	nan
(92, 53, 7)	(53, 57, 2)	(57, 26, 6)	nan
(92, 53, 7)	(53, 56, 5)	(56, 26, 7)	nan
(92, 53, 7)	(53, 56, 5)	(56, 26, 2)	nan
(92, 53, 7)	(53, 56, 5)	(56, 26, 3)	nan
(92, 53, 7)	(53, 44, 3)	(44, 26, 7)	nan
(92, 53, 7)	(53, 44, 3)	(44, 26, 4)	nan
(92, 29, 7)	(29, 26, 7)	nan
(92, 29, 7)	(29, 26, 2)	nan
(92, 29, 7)	(29, 88, 0)	(88, 26, 7)	nan
(92, 29, 7)	(29, 88, 0)	(88, 26, 7)	nan
(92, 29, 7)	(29, 88, 0)	(88, 26, 8)	nan
(92, 29, 7)	(29, 88, 0)	(88, 26, 2)	nan
(92, 29, 7)	(29, 35, 1)	(35, 26, 7)	nan
(92, 29, 7)	(29, 76, 3)	(76, 26, 7)	nan
(92, 29, 7)	(29, 76, 3)	(76, 26, 7)	nan
(92, 29, 7)	(29, 76, 3)	(76, 26, 7)	nan
(92, 29, 7)	(29, 76, 3)	(76, 26, 7)	nan
(92, 29, 7)	(29, 76, 3)	(76, 26, 7)	nan
(92, 29, 7)	(29, 86, 1)	(86, 26, 7)	nan
(92, 29, 7)	(29, 61, 7)	(61, 26, 7)	nan
(92, 29, 7)	(29, 61, 7)	(61, 26, 8)	nan
(92, 40, 7)	(40, 30, 8)	(30, 26, 7)	nan
(92, 40, 7)	(40, 30, 8)	(30, 26, 7)	nan
(92, 40, 7)	(40, 30, 8)	(30, 26, 4)	nan
(92, 40, 7)	(40, 30, 8)	(30, 26, 5)	nan
(92, 40, 7)	(40, 30, 5)	(30, 26, 7)	nan
(92, 40, 7)	(40, 30, 5)	(30, 26, 7)	nan
(92, 40, 7)	(40, 30, 5)	(30, 26, 4)	nan
(92, 40, 7)	(40, 30, 5)	(30, 26, 5)	nan
(92, 40, 7)	(40, 36, 5)	(36, 26, 7)	nan
(92, 40, 7)	(40, 78, 0)	(78, 26, 7)	nan
(92, 40, 7)	(40, 78, 0)	(78, 26, 2)	nan
(92, 40, 7)	(40, 33, 1)	(33, 26, 7)	nan
