(48, 30, 8)	(30, 72, 4)	(72, 20, 5)	nan
(48, 30, 8)	(30, 72, 4)	(72, 20, 5)	nan
(48, 30, 8)	(30, 60, 7)	(60, 20, 5)	nan
(48, 30, 8)	(30, 60, 0)	(60, 20, 5)	nan
(48, 30, 8)	(30, 75, 7)	(75, 20, 5)	nan
(48, 30, 8)	(30, 75, 7)	(75, 20, 7)	nan
(48, 30, 8)	(30, 34, 8)	(34, 20, 5)	nan
(48, 30, 8)	(30, 34, 8)	(34, 20, 7)	nan
(48, 30, 8)	(30, 85, 0)	(85, 20, 5)	nan
(48, 20, 5)	nan
(48, 83, 7)	(83, 20, 5)	nan
(48, 83, 7)	(83, 20, 2)	nan
(48, 83, 7)	(83, 29, 8)	(29, 20, 5)	nan
(48, 83, 7)	(83, 29, 8)	(29, 20, 5)	nan
(48, 83, 7)	(83, 29, 8)	(29, 20, 4)	nan
(48, 83, 7)	(83, 29, 2)	(29, 20, 5)	nan
(48, 83, 7)	(83, 29, 2)	(29, 20, 5)	nan
(48, 83, 7)	(83, 29, 2)	(29, 20, 4)	nan
(48, 83, 7)	(83, 87, 0)	(87, 20, 5)	nan
(48, 83, 7)	(83, 87, 0)	(87, 20, 5)	nan
(48, 83, 7)	(83, 87, 0)	(87, 20, 8)	nan
(48, 83, 7)	(83, 82, 1)	(82, 20, 5)	nan
(48, 83, 7)	(83, 82, 1)	(82, 20, 5)	nan
(48, 83, 7)	(83, 82, 1)	(82, 20, 7)	nan
(48, 83, 7)	(83, 82, 1)	(82, 20, 4)	nan
(48, 83, 7)	(83, 76, 3)	(76, 20, 5)	nan
(48, 83, 7)	(83, 85, 0)	(85, 20, 5)	nan
(48, 83, 7)	(83, 78, 0)	(78, 20, 5)	nan
(48, 83, 7)	(83, 78, 0)	(78, 20, 5)	nan
(48, 71, 7)	(71, 34, 8)	(34, 20, 5)	nan
(48, 71, 7)	(71, 34, 8)	(34, 20, 7)	nan
(48, 71, 7)	(71, 34, 8)	(34, 20, 5)	nan
(48, 71, 7)	(71, 34, 8)	(34, 20, 7)	nan
(48, 71, 7)	(71, 34, 1)	(34, 20, 5)	nan
(48, 71, 7)	(71, 34, 1)	(34, 20, 7)	nan
(48, 71, 7)	(71, 34, 1)	(34, 20, 5)	nan
(48, 71, 7)	(71, 34, 1)	(34, 20, 7)	nan
(48, 71, 7)	(71, 20, 5)	nan
(48, 71, 7)	(71, 20, 8)	nan
(48, 71, 7)	(71, 83, 8)	(83, 20, 5)	nan
(48, 71, 7)	(71, 83, 8)	(83, 20, 2)	nan
(48, 71, 7)	(71, 74, 7)	(74, 20, 5)	nan
(48, 71, 7)	(71, 74, 7)	(74, 20, 2)	nan
(48, 71, 7)	(71, 31, 7)	(31, 20, 5)	nan
(48, 71, 7)	(71, 31, 7)	(31, 20, 7)	nan
(48, 88, 7)	(88, 31, 1)	(31, 20, 5)	nan
(48, 88, 7)	(88, 31, 1)	(31, 20, 7)	nan
(48, 88, 7)	(88, 43, 1)	(43, 20, 5)	nan
(48, 88, 7)	(88, 43, 1)	(43, 20, 0)	nan
(48, 59, 8)	(59, 29, 3)	(29, 20, 5)	nan
(48, 59, 8)	(59, 29, 3)	(29, 20, 5)	nan
