(82, 2, 4)	nan
(82, 43, 4)	(43, 2, 0)	nan
(82, 43, 4)	(43, 2, 8)	nan
(82, 43, 4)	(43, 30, 8)	(30, 2, 0)	nan
(82, 43, 4)	(43, 32, 8)	(32, 2, 7)	nan
(82, 43, 4)	(43, 55, 0)	(55, 2, 1)	nan
(82, 43, 4)	(43, 89, 0)	(89, 2, 0)	nan
(82, 43, 4)	(43, 89, 0)	(89, 2, 4)	nan
(82, 43, 4)	(43, 89, 7)	(89, 2, 0)	nan
(82, 43, 4)	(43, 89, 7)	(89, 2, 4)	nan
(82, 43, 4)	(43, 70, 1)	(70, 2, 0)	nan
(82, 43, 4)	(43, 62, 5)	(62, 2, 0)	nan
(82, 38, 0)	(38, 48, 0)	(48, 2, 0)	nan
(82, 38, 0)	(38, 48, 0)	(48, 2, 0)	nan
(82, 38, 0)	(38, 48, 0)	(48, 2, 2)	nan
(82, 38, 0)	(38, 2, 0)	nan
(82, 62, 1)	(62, 81, 7)	(81, 2, 0)	nan
(82, 62, 1)	(62, 65, 2)	(65, 2, 0)	nan
(82, 62, 1)	(62, 65, 2)	(65, 2, 0)	nan
(82, 62, 1)	(62, 65, 2)	(65, 2, 1)	nan
(82, 62, 1)	(62, 89, 5)	(89, 2, 0)	nan
(82, 62, 1)	(62, 89, 5)	(89, 2, 4)	nan
(82, 62, 1)	(62, 34, 8)	(34, 2, 0)	nan
(82, 62, 1)	(62, 34, 8)	(34, 2, 0)	nan
(82, 62, 1)	(62, 34, 8)	(34, 2, 0)	nan
(82, 62, 1)	(62, 88, 5)	(88, 2, 0)	nan
(82, 62, 1)	(62, 88, 5)	(88, 2, 6)	nan
(82, 62, 1)	(62, 56, 7)	(56, 2, 0)	nan
(82, 62, 1)	(62, 37, 1)	(37, 2, 0)	nan
(82, 62, 1)	(62, 32, 8)	(32, 2, 7)	nan
(82, 62, 1)	(62, 2, 0)	nan
(82, 62, 1)	(62, 31, 7)	(31, 2, 0)	nan
(82, 62, 1)	(62, 31, 7)	(31, 2, 0)	nan
(82, 62, 1)	(62, 31, 7)	(31, 2, 1)	nan
(82, 62, 1)	(62, 31, 7)	(31, 2, 7)	nan
