(35, 0, 3)	nan
(35, 0, 4)	nan
(35, 74, 5)	(74, 33, 8)	(33, 0, 0)	nan
(35, 74, 5)	(74, 33, 8)	(33, 0, 8)	nan
(35, 74, 5)	(74, 33, 7)	(33, 0, 0)	nan
(35, 74, 5)	(74, 33, 7)	(33, 0, 8)	nan
(35, 74, 5)	(74, 76, 5)	(76, 0, 0)	nan
(35, 74, 5)	(74, 90, 1)	(90, 0, 0)	nan
(35, 74, 5)	(74, 90, 1)	(90, 0, 0)	nan
(35, 74, 5)	(74, 29, 8)	(29, 0, 0)	nan
(35, 74, 5)	(74, 29, 8)	(29, 0, 5)	nan
(35, 68, 7)	(68, 32, 8)	(32, 0, 0)	nan
(35, 68, 7)	(68, 32, 8)	(32, 0, 0)	nan
(35, 68, 7)	(68, 32, 6)	(32, 0, 0)	nan
(35, 68, 7)	(68, 0, 0)	nan
(35, 68, 7)	(68, 0, 6)	nan
(35, 68, 7)	(68, 33, 8)	(33, 0, 0)	nan
(35, 68, 7)	(68, 33, 8)	(33, 0, 8)	nan
(35, 68, 7)	(68, 33, 7)	(33, 0, 0)	nan
(35, 68, 7)	(68, 33, 7)	(33, 0, 8)	nan
(35, 68, 7)	(68, 72, 8)	(72, 0, 0)	nan
(35, 68, 7)	(68, 72, 8)	(72, 0, 0)	nan
(35, 68, 7)	(68, 72, 8)	(72, 0, 7)	nan
(35, 68, 7)	(68, 72, 8)	(72, 0, 4)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 82, 7)	(82, 0, 0)	nan
(35, 68, 7)	(68, 36, 7)	(36, 0, 0)	nan
(35, 68, 7)	(68, 36, 7)	(36, 0, 0)	nan
(35, 68, 7)	(68, 36, 7)	(36, 0, 4)	nan
(35, 68, 7)	(68, 36, 7)	(36, 0, 6)	nan
(35, 68, 7)	(68, 52, 8)	(52, 0, 0)	nan
(35, 68, 7)	(68, 52, 8)	(52, 0, 1)	nan
(35, 56, 1)	(56, 0, 0)	nan
(35, 56, 1)	(56, 0, 4)	nan
(35, 56, 1)	(56, 70, 4)	(70, 0, 0)	nan
(35, 56, 1)	(56, 70, 4)	(70, 0, 0)	nan
(35, 56, 1)	(56, 29, 8)	(29, 0, 0)	nan
