(40, 27, 2)	nan
(40, 30, 8)	(30, 27, 7)	nan
(40, 30, 8)	(30, 60, 7)	(60, 27, 3)	nan
(40, 30, 8)	(30, 60, 0)	(60, 27, 3)	nan
(40, 30, 8)	(30, 88, 5)	(88, 27, 7)	nan
(40, 30, 8)	(30, 88, 5)	(88, 27, 7)	nan
(40, 30, 8)	(30, 88, 5)	(88, 27, 5)	nan
(40, 30, 8)	(30, 88, 5)	(88, 27, 3)	nan
(40, 30, 8)	(30, 34, 8)	(34, 27, 7)	nan
(40, 30, 8)	(30, 34, 8)	(34, 27, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 27, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 27, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 27, 2)	nan
(40, 30, 8)	(30, 85, 0)	(85, 27, 2)	nan
(40, 30, 5)	(30, 27, 7)	nan
(40, 30, 5)	(30, 60, 7)	(60, 27, 3)	nan
(40, 30, 5)	(30, 60, 0)	(60, 27, 3)	nan
(40, 30, 5)	(30, 88, 5)	(88, 27, 7)	nan
(40, 30, 5)	(30, 88, 5)	(88, 27, 7)	nan
(40, 30, 5)	(30, 88, 5)	(88, 27, 5)	nan
(40, 30, 5)	(30, 88, 5)	(88, 27, 3)	nan
(40, 30, 5)	(30, 34, 8)	(34, 27, 7)	nan
(40, 30, 5)	(30, 34, 8)	(34, 27, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 27, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 27, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 27, 2)	nan
(40, 30, 5)	(30, 85, 0)	(85, 27, 2)	nan
(40, 36, 5)	(36, 31, 8)	(31, 27, 7)	nan
(40, 36, 5)	(36, 31, 8)	(31, 27, 7)	nan
(40, 36, 5)	(36, 31, 8)	(31, 27, 5)	nan
(40, 36, 5)	(36, 31, 8)	(31, 27, 6)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 5)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 6)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 5)	nan
(40, 36, 5)	(36, 31, 0)	(31, 27, 6)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 27, 7)	nan
