(88, 19, 0)	nan
(88, 31, 1)	(31, 19, 4)	nan
(88, 31, 1)	(31, 19, 2)	nan
(88, 31, 1)	(31, 32, 0)	(32, 19, 4)	nan
(88, 31, 1)	(31, 32, 0)	(32, 19, 3)	nan
(88, 31, 1)	(31, 36, 7)	(36, 19, 4)	nan
(88, 31, 1)	(31, 36, 7)	(36, 19, 8)	nan
(88, 31, 1)	(31, 36, 7)	(36, 19, 5)	nan
(88, 31, 1)	(31, 36, 7)	(36, 19, 5)	nan
(88, 31, 1)	(31, 35, 8)	(35, 19, 4)	nan
(88, 31, 1)	(31, 35, 8)	(35, 19, 7)	nan
(88, 31, 1)	(31, 29, 5)	(29, 19, 4)	nan
(88, 31, 1)	(31, 29, 5)	(29, 19, 8)	nan
(88, 31, 1)	(31, 30, 8)	(30, 19, 4)	nan
(88, 31, 1)	(31, 55, 5)	(55, 19, 4)	nan
(88, 31, 1)	(31, 69, 7)	(69, 19, 1)	nan
(88, 43, 1)	(43, 30, 8)	(30, 19, 4)	nan
(88, 43, 1)	(43, 32, 8)	(32, 19, 4)	nan
(88, 43, 1)	(43, 32, 8)	(32, 19, 3)	nan
(88, 43, 1)	(43, 55, 0)	(55, 19, 4)	nan
(88, 43, 1)	(43, 70, 1)	(70, 19, 4)	nan
(88, 43, 1)	(43, 70, 1)	(70, 19, 7)	nan
(88, 43, 1)	(43, 62, 5)	(62, 19, 4)	nan
(88, 43, 1)	(43, 62, 5)	(62, 19, 4)	nan
(88, 43, 1)	(43, 62, 5)	(62, 19, 4)	nan
(88, 43, 1)	(43, 62, 5)	(62, 19, 4)	nan
(88, 43, 1)	(43, 63, 0)	(63, 19, 4)	nan
(88, 43, 1)	(43, 63, 0)	(63, 19, 4)	nan
(88, 43, 1)	(43, 63, 0)	(63, 19, 5)	nan
(88, 43, 1)	(43, 63, 0)	(63, 19, 4)	nan
(88, 43, 1)	(43, 63, 0)	(63, 19, 4)	nan
