(43, 21, 0)	nan
(43, 21, 7)	nan
(43, 21, 1)	nan
(43, 30, 8)	(30, 21, 5)	nan
(43, 30, 8)	(30, 21, 3)	nan
(43, 30, 8)	(30, 72, 4)	(72, 21, 5)	nan
(43, 30, 8)	(30, 60, 7)	(60, 21, 5)	nan
(43, 30, 8)	(30, 60, 0)	(60, 21, 5)	nan
(43, 30, 8)	(30, 75, 7)	(75, 21, 5)	nan
(43, 30, 8)	(30, 75, 7)	(75, 21, 5)	nan
(43, 30, 8)	(30, 75, 7)	(75, 21, 0)	nan
(43, 30, 8)	(30, 75, 7)	(75, 21, 4)	nan
(43, 30, 8)	(30, 34, 8)	(34, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 30, 8)	(30, 85, 0)	(85, 21, 5)	nan
(43, 32, 8)	(32, 29, 3)	(29, 21, 5)	nan
(43, 32, 8)	(32, 29, 3)	(29, 21, 5)	nan
(43, 32, 8)	(32, 29, 3)	(29, 21, 0)	nan
(43, 32, 8)	(32, 29, 3)	(29, 21, 2)	nan
(43, 32, 8)	(32, 86, 7)	(86, 21, 5)	nan
(43, 32, 8)	(32, 86, 7)	(86, 21, 5)	nan
(43, 32, 8)	(32, 86, 7)	(86, 21, 3)	nan
(43, 32, 8)	(32, 61, 1)	(61, 21, 5)	nan
(43, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(43, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(43, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(43, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(43, 32, 8)	(32, 51, 1)	(51, 21, 5)	nan
(43, 32, 8)	(32, 51, 1)	(51, 21, 5)	nan
(43, 32, 8)	(32, 51, 1)	(51, 21, 7)	nan
(43, 32, 8)	(32, 51, 1)	(51, 21, 8)	nan
(43, 32, 8)	(32, 41, 3)	(41, 21, 5)	nan
(43, 32, 8)	(32, 41, 3)	(41, 21, 5)	nan
(43, 32, 8)	(32, 41, 3)	(41, 21, 1)	nan
(43, 32, 8)	(32, 41, 3)	(41, 21, 8)	nan
(43, 55, 0)	(55, 35, 8)	(35, 21, 5)	nan
(43, 55, 0)	(55, 35, 8)	(35, 21, 3)	nan
(43, 55, 0)	(55, 35, 8)	(35, 21, 5)	nan
(43, 55, 0)	(55, 35, 8)	(35, 21, 3)	nan
(43, 55, 0)	(55, 35, 3)	(35, 21, 5)	nan
(43, 55, 0)	(55, 35, 3)	(35, 21, 3)	nan
(43, 55, 0)	(55, 35, 5)	(35, 21, 5)	nan
(43, 55, 0)	(55, 35, 5)	(35, 21, 3)	nan
