(72, 6, 8)	nan
(72, 6, 3)	nan
(72, 34, 8)	(34, 6, 1)	nan
(72, 34, 8)	(34, 6, 6)	nan
(72, 34, 8)	(34, 91, 1)	(91, 6, 1)	nan
(72, 34, 8)	(34, 91, 1)	(91, 6, 1)	nan
(72, 34, 8)	(34, 91, 1)	(91, 6, 3)	nan
(72, 34, 8)	(34, 91, 1)	(91, 6, 6)	nan
(72, 34, 8)	(34, 67, 2)	(67, 6, 1)	nan
(72, 34, 8)	(34, 67, 2)	(67, 6, 5)	nan
(72, 34, 8)	(34, 70, 3)	(70, 6, 1)	nan
(72, 34, 8)	(34, 92, 1)	(92, 6, 1)	nan
(72, 34, 8)	(34, 92, 1)	(92, 6, 3)	nan
(72, 34, 8)	(34, 92, 5)	(92, 6, 1)	nan
(72, 34, 8)	(34, 92, 5)	(92, 6, 3)	nan
(72, 34, 8)	(34, 41, 7)	(41, 6, 1)	nan
(72, 34, 8)	(34, 41, 7)	(41, 6, 1)	nan
(72, 34, 8)	(34, 41, 7)	(41, 6, 0)	nan
(72, 34, 8)	(34, 41, 7)	(41, 6, 2)	nan
(72, 34, 8)	(34, 35, 8)	(35, 6, 1)	nan
(72, 34, 8)	(34, 35, 8)	(35, 6, 1)	nan
(72, 34, 3)	(34, 6, 1)	nan
(72, 34, 3)	(34, 6, 6)	nan
(72, 34, 3)	(34, 91, 1)	(91, 6, 1)	nan
(72, 34, 3)	(34, 91, 1)	(91, 6, 1)	nan
(72, 34, 3)	(34, 91, 1)	(91, 6, 3)	nan
(72, 34, 3)	(34, 91, 1)	(91, 6, 6)	nan
(72, 34, 3)	(34, 67, 2)	(67, 6, 1)	nan
(72, 34, 3)	(34, 67, 2)	(67, 6, 5)	nan
(72, 34, 3)	(34, 70, 3)	(70, 6, 1)	nan
(72, 34, 3)	(34, 92, 1)	(92, 6, 1)	nan
(72, 34, 3)	(34, 92, 1)	(92, 6, 3)	nan
(72, 34, 3)	(34, 92, 5)	(92, 6, 1)	nan
(72, 34, 3)	(34, 92, 5)	(92, 6, 3)	nan
(72, 34, 3)	(34, 41, 7)	(41, 6, 1)	nan
(72, 34, 3)	(34, 41, 7)	(41, 6, 1)	nan
(72, 34, 3)	(34, 41, 7)	(41, 6, 0)	nan
(72, 34, 3)	(34, 41, 7)	(41, 6, 2)	nan
(72, 34, 3)	(34, 35, 8)	(35, 6, 1)	nan
(72, 34, 3)	(34, 35, 8)	(35, 6, 1)	nan
(72, 58, 7)	(58, 35, 8)	(35, 6, 1)	nan
(72, 58, 7)	(58, 35, 8)	(35, 6, 1)	nan
(72, 58, 7)	(58, 35, 2)	(35, 6, 1)	nan
(72, 58, 7)	(58, 35, 2)	(35, 6, 1)	nan
(72, 58, 7)	(58, 6, 1)	nan
(72, 58, 7)	(58, 90, 3)	(90, 6, 0)	nan
(72, 58, 7)	(58, 54, 7)	(54, 6, 1)	nan
(72, 58, 7)	(58, 54, 7)	(54, 6, 1)	nan
(72, 58, 7)	(58, 54, 7)	(54, 6, 7)	nan
