(49, 27, 7)	nan
(49, 41, 2)	(41, 27, 7)	nan
(49, 41, 2)	(41, 27, 7)	nan
(49, 41, 2)	(41, 27, 4)	nan
(49, 41, 2)	(41, 30, 8)	(30, 27, 7)	nan
(49, 41, 2)	(41, 30, 1)	(30, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 27, 7)	nan
(49, 41, 2)	(41, 48, 5)	(48, 27, 7)	nan
(49, 41, 2)	(41, 48, 5)	(48, 27, 7)	nan
(49, 41, 2)	(41, 48, 5)	(48, 27, 8)	nan
(49, 41, 2)	(41, 48, 5)	(48, 27, 4)	nan
(49, 41, 2)	(41, 31, 8)	(31, 27, 7)	nan
(49, 41, 2)	(41, 31, 8)	(31, 27, 7)	nan
(49, 41, 2)	(41, 31, 8)	(31, 27, 5)	nan
(49, 41, 2)	(41, 31, 8)	(31, 27, 6)	nan
(49, 41, 2)	(41, 67, 7)	(67, 27, 7)	nan
(49, 41, 2)	(41, 67, 7)	(67, 27, 7)	nan
(49, 41, 2)	(41, 67, 7)	(67, 27, 2)	nan
(49, 41, 2)	(41, 67, 7)	(67, 27, 3)	nan
(49, 41, 2)	(41, 29, 5)	(29, 27, 7)	nan
(49, 41, 2)	(41, 29, 5)	(29, 27, 5)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 27, 7)	nan
(49, 41, 2)	(41, 34, 8)	(34, 27, 7)	nan
(49, 41, 2)	(41, 34, 8)	(34, 27, 7)	nan
(49, 41, 2)	(41, 35, 8)	(35, 27, 7)	nan
(49, 58, 3)	(58, 27, 7)	nan
(49, 58, 3)	(58, 35, 8)	(35, 27, 7)	nan
(49, 58, 3)	(58, 35, 2)	(35, 27, 7)	nan
(49, 58, 3)	(58, 90, 3)	(90, 27, 7)	nan
