(49, 41, 2)	(41, 11, 2)	nan
(49, 41, 2)	(41, 11, 2)	nan
(49, 41, 2)	(41, 11, 5)	nan
(49, 41, 2)	(41, 11, 5)	nan
(49, 41, 2)	(41, 30, 8)	(30, 11, 2)	nan
(49, 41, 2)	(41, 30, 1)	(30, 11, 2)	nan
(49, 41, 2)	(41, 38, 7)	(38, 11, 2)	nan
(49, 41, 2)	(41, 38, 7)	(38, 11, 2)	nan
(49, 41, 2)	(41, 38, 7)	(38, 11, 7)	nan
(49, 41, 2)	(41, 38, 7)	(38, 11, 5)	nan
(49, 41, 2)	(41, 32, 7)	(32, 11, 2)	nan
(49, 41, 2)	(41, 31, 8)	(31, 11, 2)	nan
(49, 41, 2)	(41, 31, 8)	(31, 11, 5)	nan
(49, 41, 2)	(41, 67, 7)	(67, 11, 2)	nan
(49, 41, 2)	(41, 67, 7)	(67, 11, 7)	nan
(49, 41, 2)	(41, 29, 5)	(29, 11, 2)	nan
(49, 41, 2)	(41, 29, 5)	(29, 11, 2)	nan
(49, 41, 2)	(41, 29, 5)	(29, 11, 7)	nan
(49, 41, 2)	(41, 76, 0)	(76, 11, 2)	nan
(49, 41, 2)	(41, 76, 0)	(76, 11, 7)	nan
(49, 41, 2)	(41, 34, 8)	(34, 11, 2)	nan
(49, 41, 2)	(41, 34, 8)	(34, 11, 8)	nan
(49, 41, 2)	(41, 35, 8)	(35, 11, 2)	nan
(49, 41, 2)	(41, 35, 8)	(35, 11, 8)	nan
(49, 58, 3)	(58, 35, 8)	(35, 11, 2)	nan
(49, 58, 3)	(58, 35, 8)	(35, 11, 8)	nan
(49, 58, 3)	(58, 35, 2)	(35, 11, 2)	nan
(49, 58, 3)	(58, 35, 2)	(35, 11, 8)	nan
(49, 58, 3)	(58, 11, 2)	nan
(49, 58, 3)	(58, 11, 5)	nan
(49, 58, 3)	(58, 90, 3)	(90, 11, 2)	nan
(49, 58, 3)	(58, 90, 3)	(90, 11, 5)	nan
(49, 58, 3)	(58, 54, 7)	(54, 11, 2)	nan
(49, 58, 3)	(58, 54, 7)	(54, 11, 2)	nan
(49, 58, 3)	(58, 54, 7)	(54, 11, 7)	nan
(49, 58, 3)	(58, 34, 8)	(34, 11, 2)	nan
(49, 58, 3)	(58, 34, 8)	(34, 11, 8)	nan
(49, 58, 3)	(58, 44, 1)	(44, 11, 2)	nan
(49, 58, 3)	(58, 44, 1)	(44, 11, 2)	nan
(49, 58, 3)	(58, 44, 1)	(44, 11, 6)	nan
(49, 58, 3)	(58, 44, 1)	(44, 11, 4)	nan
(49, 58, 3)	(58, 46, 7)	(46, 11, 2)	nan
(49, 58, 3)	(58, 59, 3)	(59, 11, 2)	nan
(49, 58, 3)	(58, 59, 3)	(59, 11, 6)	nan
(49, 58, 3)	(58, 66, 7)	(66, 11, 2)	nan
(49, 58, 3)	(58, 66, 7)	(66, 11, 2)	nan
(49, 58, 3)	(58, 66, 7)	(66, 11, 2)	nan
(49, 58, 3)	(58, 66, 7)	(66, 11, 2)	nan
(49, 58, 3)	(58, 37, 2)	(37, 11, 2)	nan
(49, 58, 3)	(58, 37, 2)	(37, 11, 2)	nan
