(38, 48, 0)	(48, 26, 7)	nan
(38, 48, 0)	(48, 26, 7)	nan
(38, 48, 0)	(48, 26, 2)	nan
(38, 48, 0)	(48, 26, 0)	nan
(38, 48, 0)	(48, 30, 8)	(30, 26, 7)	nan
(38, 48, 0)	(48, 30, 8)	(30, 26, 7)	nan
(38, 48, 0)	(48, 30, 8)	(30, 26, 4)	nan
(38, 48, 0)	(48, 30, 8)	(30, 26, 5)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 83, 7)	(83, 26, 7)	nan
(38, 48, 0)	(48, 71, 7)	(71, 26, 7)	nan
(38, 48, 0)	(48, 71, 7)	(71, 26, 3)	nan
(38, 48, 0)	(48, 88, 7)	(88, 26, 7)	nan
(38, 48, 0)	(48, 88, 7)	(88, 26, 7)	nan
(38, 48, 0)	(48, 88, 7)	(88, 26, 8)	nan
(38, 48, 0)	(48, 88, 7)	(88, 26, 2)	nan
(38, 48, 0)	(48, 59, 8)	(59, 26, 7)	nan
(38, 48, 0)	(48, 59, 8)	(59, 26, 7)	nan
(38, 48, 0)	(48, 59, 8)	(59, 26, 6)	nan
(38, 48, 0)	(48, 59, 8)	(59, 26, 0)	nan
(38, 48, 0)	(48, 89, 0)	(89, 26, 7)	nan
(38, 48, 0)	(48, 89, 0)	(89, 26, 5)	nan
(38, 48, 0)	(48, 89, 7)	(89, 26, 7)	nan
(38, 48, 0)	(48, 89, 7)	(89, 26, 5)	nan
(38, 48, 0)	(48, 33, 0)	(33, 26, 7)	nan
(38, 48, 0)	(48, 33, 0)	(33, 26, 7)	nan
(38, 48, 0)	(48, 33, 0)	(33, 26, 0)	nan
(38, 48, 0)	(48, 33, 0)	(33, 26, 4)	nan
(38, 48, 0)	(48, 34, 0)	(34, 26, 7)	nan
(38, 48, 0)	(48, 34, 0)	(34, 26, 5)	nan
(38, 48, 0)	(48, 67, 5)	(67, 26, 7)	nan
(38, 48, 0)	(48, 85, 7)	(85, 26, 7)	nan
(38, 48, 0)	(48, 85, 7)	(85, 26, 7)	nan
(38, 48, 0)	(48, 85, 7)	(85, 26, 7)	nan
(38, 48, 0)	(48, 85, 7)	(85, 26, 7)	nan
(38, 92, 2)	(92, 26, 7)	nan
