(62, 21, 4)	nan
(62, 21, 6)	nan
(62, 35, 8)	(35, 21, 5)	nan
(62, 35, 8)	(35, 21, 3)	nan
(62, 35, 8)	(35, 74, 5)	(74, 21, 5)	nan
(62, 35, 8)	(35, 74, 5)	(74, 21, 0)	nan
(62, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(62, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(62, 35, 8)	(35, 68, 7)	(68, 21, 7)	nan
(62, 35, 8)	(35, 68, 7)	(68, 21, 2)	nan
(62, 35, 8)	(35, 56, 1)	(56, 21, 5)	nan
(62, 35, 8)	(35, 30, 8)	(30, 21, 5)	nan
(62, 35, 8)	(35, 30, 8)	(30, 21, 3)	nan
(62, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(62, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(62, 35, 8)	(35, 52, 3)	(52, 21, 8)	nan
(62, 35, 8)	(35, 52, 3)	(52, 21, 4)	nan
(62, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(62, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(62, 35, 8)	(35, 75, 7)	(75, 21, 0)	nan
(62, 35, 8)	(35, 75, 7)	(75, 21, 4)	nan
(62, 81, 7)	(81, 29, 8)	(29, 21, 5)	nan
(62, 81, 7)	(81, 29, 8)	(29, 21, 5)	nan
(62, 81, 7)	(81, 29, 8)	(29, 21, 0)	nan
(62, 81, 7)	(81, 29, 8)	(29, 21, 2)	nan
(62, 81, 7)	(81, 29, 7)	(29, 21, 5)	nan
(62, 81, 7)	(81, 29, 7)	(29, 21, 5)	nan
(62, 81, 7)	(81, 29, 7)	(29, 21, 0)	nan
(62, 81, 7)	(81, 29, 7)	(29, 21, 2)	nan
(62, 81, 7)	(81, 29, 1)	(29, 21, 5)	nan
(62, 81, 7)	(81, 29, 1)	(29, 21, 5)	nan
(62, 81, 7)	(81, 29, 1)	(29, 21, 0)	nan
(62, 81, 7)	(81, 29, 1)	(29, 21, 2)	nan
(62, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
(62, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
(62, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
(62, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 85, 0)	(85, 21, 5)	nan
(62, 81, 7)	(81, 69, 0)	(69, 21, 5)	nan
(62, 81, 7)	(81, 69, 0)	(69, 21, 2)	nan
(62, 81, 7)	(81, 33, 0)	(33, 21, 5)	nan
(62, 65, 2)	(65, 21, 5)	nan
