(88, 31, 1)	(31, 32, 0)	(32, 1, 0)	nan
(88, 31, 1)	(31, 36, 7)	(36, 1, 0)	nan
(88, 31, 1)	(31, 35, 8)	(35, 1, 0)	nan
(88, 31, 1)	(31, 29, 5)	(29, 1, 0)	nan
(88, 31, 1)	(31, 55, 5)	(55, 1, 0)	nan
(88, 31, 1)	(31, 55, 5)	(55, 1, 0)	nan
(88, 31, 1)	(31, 55, 5)	(55, 1, 0)	nan
(88, 31, 1)	(31, 69, 7)	(69, 1, 0)	nan
(88, 31, 1)	(31, 69, 7)	(69, 1, 0)	nan
(88, 31, 1)	(31, 69, 7)	(69, 1, 0)	nan
(88, 31, 1)	(31, 69, 7)	(69, 1, 0)	nan
(88, 43, 1)	(43, 1, 0)	nan
(88, 43, 1)	(43, 1, 5)	nan
(88, 43, 1)	(43, 32, 8)	(32, 1, 0)	nan
(88, 43, 1)	(43, 55, 0)	(55, 1, 0)	nan
(88, 43, 1)	(43, 55, 0)	(55, 1, 0)	nan
(88, 43, 1)	(43, 55, 0)	(55, 1, 0)	nan
(88, 43, 1)	(43, 70, 1)	(70, 1, 0)	nan
(88, 43, 1)	(43, 70, 1)	(70, 1, 0)	nan
(88, 43, 1)	(43, 62, 5)	(62, 1, 0)	nan
