(64, 29, 8)	(29, 8, 1)	nan
(64, 29, 8)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 8)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 8)	(29, 35, 1)	(35, 8, 1)	nan
(64, 29, 8)	(29, 35, 1)	(35, 8, 4)	nan
(64, 29, 8)	(29, 52, 7)	(52, 8, 1)	nan
(64, 29, 8)	(29, 52, 7)	(52, 8, 5)	nan
(64, 29, 8)	(29, 52, 7)	(52, 8, 3)	nan
(64, 29, 8)	(29, 76, 3)	(76, 8, 1)	nan
(64, 29, 8)	(29, 76, 3)	(76, 8, 1)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 1)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 1)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 3)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 0)	nan
(64, 29, 8)	(29, 8, 1)	nan
(64, 29, 8)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 8)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 8)	(29, 35, 1)	(35, 8, 1)	nan
(64, 29, 8)	(29, 35, 1)	(35, 8, 4)	nan
(64, 29, 8)	(29, 52, 7)	(52, 8, 1)	nan
(64, 29, 8)	(29, 52, 7)	(52, 8, 5)	nan
(64, 29, 8)	(29, 52, 7)	(52, 8, 3)	nan
(64, 29, 8)	(29, 76, 3)	(76, 8, 1)	nan
(64, 29, 8)	(29, 76, 3)	(76, 8, 1)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 1)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 1)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 3)	nan
(64, 29, 8)	(29, 61, 7)	(61, 8, 0)	nan
(64, 29, 4)	(29, 8, 1)	nan
(64, 29, 4)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 4)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 4)	(29, 35, 1)	(35, 8, 1)	nan
(64, 29, 4)	(29, 35, 1)	(35, 8, 4)	nan
(64, 29, 4)	(29, 52, 7)	(52, 8, 1)	nan
(64, 29, 4)	(29, 52, 7)	(52, 8, 5)	nan
(64, 29, 4)	(29, 52, 7)	(52, 8, 3)	nan
(64, 29, 4)	(29, 76, 3)	(76, 8, 1)	nan
(64, 29, 4)	(29, 76, 3)	(76, 8, 1)	nan
(64, 29, 4)	(29, 61, 7)	(61, 8, 1)	nan
(64, 29, 4)	(29, 61, 7)	(61, 8, 1)	nan
(64, 29, 4)	(29, 61, 7)	(61, 8, 3)	nan
(64, 29, 4)	(29, 61, 7)	(61, 8, 0)	nan
(64, 29, 6)	(29, 8, 1)	nan
(64, 29, 6)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 6)	(29, 88, 0)	(88, 8, 1)	nan
(64, 29, 6)	(29, 35, 1)	(35, 8, 1)	nan
(64, 29, 6)	(29, 35, 1)	(35, 8, 4)	nan
(64, 29, 6)	(29, 52, 7)	(52, 8, 1)	nan
(64, 29, 6)	(29, 52, 7)	(52, 8, 5)	nan
(64, 29, 6)	(29, 52, 7)	(52, 8, 3)	nan
(64, 29, 6)	(29, 76, 3)	(76, 8, 1)	nan
