(85, 33, 8)	(33, 2, 0)	nan
(85, 33, 8)	(33, 2, 3)	nan
(85, 33, 8)	(33, 50, 3)	(50, 2, 0)	nan
(85, 33, 8)	(33, 74, 0)	(74, 2, 0)	nan
(85, 33, 8)	(33, 74, 0)	(74, 2, 0)	nan
(85, 33, 8)	(33, 87, 3)	(87, 2, 0)	nan
(85, 33, 8)	(33, 41, 1)	(41, 2, 0)	nan
(85, 33, 8)	(33, 84, 0)	(84, 2, 0)	nan
(85, 33, 8)	(33, 84, 0)	(84, 2, 6)	nan
(85, 33, 8)	(33, 29, 2)	(29, 2, 0)	nan
(85, 33, 8)	(33, 29, 2)	(29, 2, 0)	nan
(85, 33, 8)	(33, 29, 2)	(29, 2, 8)	nan
(85, 33, 8)	(33, 29, 2)	(29, 2, 7)	nan
(85, 33, 4)	(33, 2, 0)	nan
(85, 33, 4)	(33, 2, 3)	nan
(85, 33, 4)	(33, 50, 3)	(50, 2, 0)	nan
(85, 33, 4)	(33, 74, 0)	(74, 2, 0)	nan
(85, 33, 4)	(33, 74, 0)	(74, 2, 0)	nan
(85, 33, 4)	(33, 87, 3)	(87, 2, 0)	nan
(85, 33, 4)	(33, 41, 1)	(41, 2, 0)	nan
(85, 33, 4)	(33, 84, 0)	(84, 2, 0)	nan
(85, 33, 4)	(33, 84, 0)	(84, 2, 6)	nan
(85, 33, 4)	(33, 29, 2)	(29, 2, 0)	nan
(85, 33, 4)	(33, 29, 2)	(29, 2, 0)	nan
(85, 33, 4)	(33, 29, 2)	(29, 2, 8)	nan
(85, 33, 4)	(33, 29, 2)	(29, 2, 7)	nan
(85, 83, 3)	(83, 29, 8)	(29, 2, 0)	nan
(85, 83, 3)	(83, 29, 8)	(29, 2, 0)	nan
(85, 83, 3)	(83, 29, 8)	(29, 2, 8)	nan
(85, 83, 3)	(83, 29, 8)	(29, 2, 7)	nan
(85, 83, 3)	(83, 29, 2)	(29, 2, 0)	nan
(85, 83, 3)	(83, 29, 2)	(29, 2, 0)	nan
(85, 83, 3)	(83, 29, 2)	(29, 2, 8)	nan
(85, 83, 3)	(83, 29, 2)	(29, 2, 7)	nan
(85, 83, 3)	(83, 87, 0)	(87, 2, 0)	nan
(85, 83, 3)	(83, 82, 1)	(82, 2, 0)	nan
(85, 83, 3)	(83, 82, 1)	(82, 2, 4)	nan
(85, 83, 3)	(83, 76, 3)	(76, 2, 0)	nan
(85, 83, 3)	(83, 76, 3)	(76, 2, 0)	nan
(85, 83, 3)	(83, 49, 1)	(49, 2, 0)	nan
(85, 83, 3)	(83, 78, 0)	(78, 2, 0)	nan
(85, 83, 3)	(83, 78, 0)	(78, 2, 0)	nan
(85, 35, 1)	(35, 74, 5)	(74, 2, 0)	nan
(85, 35, 1)	(35, 74, 5)	(74, 2, 0)	nan
(85, 35, 1)	(35, 68, 7)	(68, 2, 0)	nan
(85, 35, 1)	(35, 68, 7)	(68, 2, 0)	nan
(85, 35, 1)	(35, 56, 1)	(56, 2, 0)	nan
(85, 35, 1)	(35, 30, 8)	(30, 2, 0)	nan
(85, 35, 1)	(35, 52, 3)	(52, 2, 0)	nan
(85, 35, 1)	(35, 52, 3)	(52, 2, 0)	nan
(85, 35, 1)	(35, 75, 7)	(75, 2, 0)	nan
