(65, 79, 5)	(79, 70, 4)	(70, 5, 8)	nan
(65, 79, 5)	(79, 5, 0)	nan
(65, 35, 1)	(35, 56, 1)	(56, 5, 0)	nan
(65, 35, 1)	(35, 75, 7)	(75, 5, 0)	nan
(65, 71, 1)	(71, 34, 8)	(34, 5, 0)	nan
(65, 71, 1)	(71, 34, 8)	(34, 5, 0)	nan
(65, 71, 1)	(71, 34, 1)	(34, 5, 0)	nan
(65, 71, 1)	(71, 34, 1)	(34, 5, 0)	nan
(65, 71, 1)	(71, 31, 7)	(31, 5, 0)	nan
(65, 83, 0)	(83, 49, 1)	(49, 5, 0)	nan
(65, 83, 0)	(83, 49, 1)	(49, 5, 7)	nan
(65, 33, 7)	(33, 50, 3)	(50, 5, 0)	nan
(65, 33, 7)	(33, 41, 1)	(41, 5, 0)	nan
(65, 33, 7)	(33, 84, 0)	(84, 5, 0)	nan
(65, 33, 7)	(33, 50, 3)	(50, 5, 0)	nan
(65, 33, 7)	(33, 41, 1)	(41, 5, 0)	nan
(65, 33, 7)	(33, 84, 0)	(84, 5, 0)	nan
(65, 41, 0)	(41, 5, 0)	nan
(65, 41, 0)	(41, 38, 7)	(38, 5, 0)	nan
(65, 41, 0)	(41, 48, 5)	(48, 5, 0)	nan
(65, 41, 0)	(41, 31, 8)	(31, 5, 0)	nan
(65, 41, 0)	(41, 45, 0)	(45, 5, 0)	nan
(65, 41, 0)	(41, 45, 0)	(45, 5, 0)	nan
(65, 41, 0)	(41, 45, 0)	(45, 5, 2)	nan
(65, 41, 0)	(41, 45, 0)	(45, 5, 4)	nan
(65, 41, 0)	(41, 34, 8)	(34, 5, 0)	nan
(65, 41, 5)	(41, 5, 0)	nan
(65, 41, 5)	(41, 38, 7)	(38, 5, 0)	nan
(65, 41, 5)	(41, 48, 5)	(48, 5, 0)	nan
(65, 41, 5)	(41, 31, 8)	(31, 5, 0)	nan
(65, 41, 5)	(41, 45, 0)	(45, 5, 0)	nan
(65, 41, 5)	(41, 45, 0)	(45, 5, 0)	nan
(65, 41, 5)	(41, 45, 0)	(45, 5, 2)	nan
(65, 41, 5)	(41, 45, 0)	(45, 5, 4)	nan
(65, 41, 5)	(41, 34, 8)	(34, 5, 0)	nan
(65, 68, 0)	(68, 72, 8)	(72, 5, 0)	nan
(65, 30, 8)	(30, 72, 4)	(72, 5, 0)	nan
(65, 30, 8)	(30, 75, 7)	(75, 5, 0)	nan
(65, 30, 8)	(30, 34, 8)	(34, 5, 0)	nan
(65, 53, 0)	(53, 34, 3)	(34, 5, 0)	nan
(65, 53, 0)	(53, 56, 5)	(56, 5, 0)	nan
(65, 60, 1)	(60, 79, 1)	(79, 5, 0)	nan
(65, 60, 1)	(60, 34, 6)	(34, 5, 0)	nan
