(43, 30, 8)	(30, 27, 7)	nan
(43, 30, 8)	(30, 60, 7)	(60, 27, 3)	nan
(43, 30, 8)	(30, 60, 0)	(60, 27, 3)	nan
(43, 30, 8)	(30, 88, 5)	(88, 27, 7)	nan
(43, 30, 8)	(30, 88, 5)	(88, 27, 7)	nan
(43, 30, 8)	(30, 88, 5)	(88, 27, 5)	nan
(43, 30, 8)	(30, 88, 5)	(88, 27, 3)	nan
(43, 30, 8)	(30, 34, 8)	(34, 27, 7)	nan
(43, 30, 8)	(30, 34, 8)	(34, 27, 7)	nan
(43, 30, 8)	(30, 85, 0)	(85, 27, 7)	nan
(43, 30, 8)	(30, 85, 0)	(85, 27, 7)	nan
(43, 30, 8)	(30, 85, 0)	(85, 27, 2)	nan
(43, 30, 8)	(30, 85, 0)	(85, 27, 2)	nan
(43, 27, 7)	nan
(43, 27, 2)	nan
(43, 32, 8)	(32, 29, 3)	(29, 27, 7)	nan
(43, 32, 8)	(32, 29, 3)	(29, 27, 5)	nan
(43, 32, 8)	(32, 86, 7)	(86, 27, 7)	nan
(43, 32, 8)	(32, 61, 1)	(61, 27, 7)	nan
(43, 32, 8)	(32, 61, 1)	(61, 27, 8)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 27, 7)	nan
(43, 32, 8)	(32, 51, 1)	(51, 27, 7)	nan
(43, 32, 8)	(32, 51, 1)	(51, 27, 1)	nan
(43, 32, 8)	(32, 41, 3)	(41, 27, 7)	nan
(43, 32, 8)	(32, 41, 3)	(41, 27, 7)	nan
(43, 32, 8)	(32, 41, 3)	(41, 27, 4)	nan
(43, 32, 8)	(32, 40, 5)	(40, 27, 7)	nan
(43, 32, 8)	(32, 40, 5)	(40, 27, 2)	nan
(43, 55, 0)	(55, 27, 7)	nan
(43, 55, 0)	(55, 35, 8)	(35, 27, 7)	nan
(43, 55, 0)	(55, 35, 8)	(35, 27, 7)	nan
(43, 55, 0)	(55, 35, 3)	(35, 27, 7)	nan
(43, 55, 0)	(55, 35, 5)	(35, 27, 7)	nan
(43, 55, 0)	(55, 64, 7)	(64, 27, 7)	nan
(43, 55, 0)	(55, 89, 3)	(89, 27, 7)	nan
(43, 55, 0)	(55, 89, 3)	(89, 27, 7)	nan
(43, 55, 0)	(55, 89, 3)	(89, 27, 6)	nan
(43, 55, 0)	(55, 89, 3)	(89, 27, 6)	nan
(43, 55, 0)	(55, 30, 8)	(30, 27, 7)	nan
(43, 55, 0)	(55, 44, 1)	(44, 27, 7)	nan
