(74, 11, 7)	nan
(74, 11, 3)	nan
(74, 33, 8)	(33, 11, 2)	nan
(74, 33, 8)	(33, 54, 2)	(54, 11, 2)	nan
(74, 33, 8)	(33, 54, 2)	(54, 11, 2)	nan
(74, 33, 8)	(33, 54, 2)	(54, 11, 7)	nan
(74, 33, 8)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 8)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 8)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 8)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 8)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 8)	(33, 41, 1)	(41, 11, 2)	nan
(74, 33, 8)	(33, 41, 1)	(41, 11, 2)	nan
(74, 33, 8)	(33, 41, 1)	(41, 11, 5)	nan
(74, 33, 8)	(33, 41, 1)	(41, 11, 5)	nan
(74, 33, 8)	(33, 84, 0)	(84, 11, 2)	nan
(74, 33, 8)	(33, 84, 0)	(84, 11, 2)	nan
(74, 33, 8)	(33, 84, 0)	(84, 11, 2)	nan
(74, 33, 8)	(33, 29, 2)	(29, 11, 2)	nan
(74, 33, 8)	(33, 29, 2)	(29, 11, 2)	nan
(74, 33, 8)	(33, 29, 2)	(29, 11, 7)	nan
(74, 33, 7)	(33, 11, 2)	nan
(74, 33, 7)	(33, 54, 2)	(54, 11, 2)	nan
(74, 33, 7)	(33, 54, 2)	(54, 11, 2)	nan
(74, 33, 7)	(33, 54, 2)	(54, 11, 7)	nan
(74, 33, 7)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 7)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 7)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 7)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 7)	(33, 87, 3)	(87, 11, 2)	nan
(74, 33, 7)	(33, 41, 1)	(41, 11, 2)	nan
(74, 33, 7)	(33, 41, 1)	(41, 11, 2)	nan
(74, 33, 7)	(33, 41, 1)	(41, 11, 5)	nan
(74, 33, 7)	(33, 41, 1)	(41, 11, 5)	nan
(74, 33, 7)	(33, 84, 0)	(84, 11, 2)	nan
(74, 33, 7)	(33, 84, 0)	(84, 11, 2)	nan
(74, 33, 7)	(33, 84, 0)	(84, 11, 2)	nan
(74, 33, 7)	(33, 29, 2)	(29, 11, 2)	nan
(74, 33, 7)	(33, 29, 2)	(29, 11, 2)	nan
(74, 33, 7)	(33, 29, 2)	(29, 11, 7)	nan
(74, 76, 5)	(76, 32, 8)	(32, 11, 2)	nan
(74, 76, 5)	(76, 32, 8)	(32, 11, 2)	nan
(74, 76, 5)	(76, 32, 0)	(32, 11, 2)	nan
(74, 76, 5)	(76, 11, 2)	nan
(74, 76, 5)	(76, 11, 7)	nan
(74, 76, 5)	(76, 37, 8)	(37, 11, 2)	nan
(74, 76, 5)	(76, 37, 8)	(37, 11, 2)	nan
(74, 76, 5)	(76, 37, 8)	(37, 11, 2)	nan
(74, 76, 5)	(76, 37, 8)	(37, 11, 2)	nan
(74, 76, 5)	(76, 37, 8)	(37, 11, 2)	nan
