(40, 25, 5)	nan
(40, 30, 8)	(30, 25, 7)	nan
(40, 30, 8)	(30, 25, 2)	nan
(40, 30, 8)	(30, 72, 4)	(72, 25, 7)	nan
(40, 30, 8)	(30, 72, 4)	(72, 25, 7)	nan
(40, 30, 8)	(30, 72, 4)	(72, 25, 4)	nan
(40, 30, 8)	(30, 75, 7)	(75, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 8)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 25, 7)	nan
(40, 30, 5)	(30, 25, 2)	nan
(40, 30, 5)	(30, 72, 4)	(72, 25, 7)	nan
(40, 30, 5)	(30, 72, 4)	(72, 25, 7)	nan
(40, 30, 5)	(30, 72, 4)	(72, 25, 4)	nan
(40, 30, 5)	(30, 75, 7)	(75, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 30, 5)	(30, 85, 0)	(85, 25, 7)	nan
(40, 36, 5)	(36, 25, 7)	nan
(40, 36, 5)	(36, 31, 8)	(31, 25, 7)	nan
(40, 36, 5)	(36, 31, 8)	(31, 25, 7)	nan
(40, 36, 5)	(36, 31, 8)	(31, 25, 5)	nan
(40, 36, 5)	(36, 31, 0)	(31, 25, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 25, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 25, 5)	nan
(40, 36, 5)	(36, 31, 0)	(31, 25, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 25, 7)	nan
(40, 36, 5)	(36, 31, 0)	(31, 25, 5)	nan
(40, 36, 5)	(36, 62, 5)	(62, 25, 7)	nan
(40, 36, 5)	(36, 62, 5)	(62, 25, 7)	nan
(40, 36, 5)	(36, 62, 5)	(62, 25, 6)	nan
(40, 36, 5)	(36, 66, 1)	(66, 25, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 25, 7)	nan
(40, 36, 5)	(36, 66, 1)	(66, 25, 6)	nan
(40, 36, 5)	(36, 58, 7)	(58, 25, 7)	nan
