(52, 11, 6)	nan
(52, 33, 1)	(33, 11, 2)	nan
(52, 33, 1)	(33, 54, 2)	(54, 11, 2)	nan
(52, 33, 1)	(33, 54, 2)	(54, 11, 2)	nan
(52, 33, 1)	(33, 54, 2)	(54, 11, 7)	nan
(52, 33, 1)	(33, 74, 0)	(74, 11, 2)	nan
(52, 33, 1)	(33, 74, 0)	(74, 11, 7)	nan
(52, 33, 1)	(33, 74, 0)	(74, 11, 3)	nan
(52, 33, 1)	(33, 87, 3)	(87, 11, 2)	nan
(52, 33, 1)	(33, 87, 3)	(87, 11, 2)	nan
(52, 33, 1)	(33, 87, 3)	(87, 11, 2)	nan
(52, 33, 1)	(33, 87, 3)	(87, 11, 2)	nan
(52, 33, 1)	(33, 87, 3)	(87, 11, 2)	nan
(52, 33, 1)	(33, 41, 1)	(41, 11, 2)	nan
(52, 33, 1)	(33, 41, 1)	(41, 11, 2)	nan
(52, 33, 1)	(33, 41, 1)	(41, 11, 5)	nan
(52, 33, 1)	(33, 41, 1)	(41, 11, 5)	nan
(52, 33, 1)	(33, 84, 0)	(84, 11, 2)	nan
(52, 33, 1)	(33, 84, 0)	(84, 11, 2)	nan
(52, 33, 1)	(33, 84, 0)	(84, 11, 2)	nan
(52, 33, 1)	(33, 29, 2)	(29, 11, 2)	nan
(52, 33, 1)	(33, 29, 2)	(29, 11, 2)	nan
(52, 33, 1)	(33, 29, 2)	(29, 11, 7)	nan
(52, 29, 8)	(29, 11, 2)	nan
(52, 29, 8)	(29, 11, 2)	nan
(52, 29, 8)	(29, 11, 7)	nan
(52, 29, 8)	(29, 88, 0)	(88, 11, 2)	nan
(52, 29, 8)	(29, 88, 0)	(88, 11, 1)	nan
(52, 29, 8)	(29, 35, 1)	(35, 11, 2)	nan
(52, 29, 8)	(29, 35, 1)	(35, 11, 8)	nan
(52, 29, 8)	(29, 76, 3)	(76, 11, 2)	nan
(52, 29, 8)	(29, 76, 3)	(76, 11, 7)	nan
(52, 29, 8)	(29, 86, 1)	(86, 11, 2)	nan
(52, 29, 8)	(29, 86, 1)	(86, 11, 2)	nan
(52, 29, 8)	(29, 86, 1)	(86, 11, 5)	nan
(52, 29, 8)	(29, 86, 1)	(86, 11, 5)	nan
(52, 29, 8)	(29, 61, 7)	(61, 11, 2)	nan
(52, 29, 8)	(29, 61, 7)	(61, 11, 2)	nan
(52, 29, 8)	(29, 61, 7)	(61, 11, 5)	nan
(52, 45, 3)	(45, 59, 1)	(59, 11, 2)	nan
(52, 45, 3)	(45, 59, 1)	(59, 11, 6)	nan
(52, 45, 3)	(45, 33, 8)	(33, 11, 2)	nan
(52, 45, 3)	(45, 76, 7)	(76, 11, 2)	nan
(52, 45, 3)	(45, 76, 7)	(76, 11, 7)	nan
(52, 45, 3)	(45, 61, 1)	(61, 11, 2)	nan
(52, 45, 3)	(45, 61, 1)	(61, 11, 2)	nan
(52, 45, 3)	(45, 61, 1)	(61, 11, 5)	nan
(52, 45, 3)	(45, 83, 1)	(83, 11, 2)	nan
(52, 45, 3)	(45, 83, 1)	(83, 11, 2)	nan
