90	7	1
87	18	4
57	14	3
62	21	5
40	11	2
71	34	8
65	25	7
88	27	7
47	5	0
41	7	1
47	20	5
70	8	1
42	25	7
52	22	5
76	0	0
41	27	7
34	17	3
49	10	2
84	3	0
56	27	7
36	2	0
79	7	1
57	35	8
57	17	3
41	0	0
60	0	0
41	8	1
59	26	7
30	19	4
43	8	1
73	29	8
81	6	1
70	11	2
61	6	1
80	3	0
39	27	7
35	28	7
76	32	8
46	4	0
88	19	4
47	21	5
33	11	2
49	19	4
56	19	4
92	6	1
69	34	8
58	17	3
55	27	7
40	22	5
83	25	7
40	8	1
71	25	7
61	23	6
87	27	7
79	19	4
53	12	3
65	12	3
76	19	4
35	6	1
31	2	0
31	25	7
34	16	3
74	27	7
77	27	7
87	19	4
68	27	7
87	20	5
76	11	2
75	7	1
46	5	0
35	15	3
74	19	4
41	20	5
87	21	5
80	8	1
74	1	0
52	25	7
65	11	2
79	6	1
57	0	0
67	26	7
59	14	3
81	1	0
63	35	8
69	28	7
55	28	7
59	17	3
77	28	7
75	33	8
62	25	7
68	6	1
57	7	1
63	20	5
64	27	7
64	0	0
43	26	7
39	21	5
80	21	5
50	21	5
88	11	2
54	16	3
57	16	3
43	22	5
36	11	2
60	35	8
59	25	7
72	6	1
38	25	7
39	6	1
74	6	1
51	28	7
42	3	0
39	7	1
64	26	7
89	6	1
89	25	7
30	22	5
49	11	2
72	28	7
36	0	0
68	21	5
41	11	2
33	14	3
84	33	8
81	0	0
29	21	5
30	27	7
59	16	3
49	27	7
89	2	0
39	4	0
64	20	5
39	25	7
70	34	8
85	33	8
36	25	7
88	16	3
53	18	4
36	19	4
77	19	4
63	23	6
56	18	4
41	4	0
63	0	0
30	26	7
43	4	0
66	28	7
71	0	0
79	27	7
90	1	0
57	27	7
53	17	3
47	19	4
49	13	3
90	0	0
70	27	7
47	11	2
52	20	5
32	16	3
62	15	3
52	6	1
64	6	1
85	20	5
30	2	0
66	25	7
32	25	7
45	8	1
55	15	3
55	0	0
31	20	5
57	26	7
39	2	0
54	7	1
86	11	2
37	31	8
29	20	5
88	6	1
30	11	2
46	8	1
53	15	3
35	20	5
39	5	0
80	28	7
80	6	1
53	21	5
85	28	7
42	6	1
29	17	3
50	22	5
32	19	4
83	0	0
58	12	3
71	28	7
29	3	0
42	2	0
61	25	7
31	11	2
42	26	7
33	17	3
35	0	0
55	11	2
67	6	1
63	15	3
87	28	7
49	12	3
85	8	1
50	25	7
31	27	7
59	15	3
63	25	7
78	26	7
36	20	5
62	7	1
32	28	7
47	6	1
69	10	2
43	3	0
33	1	0
58	14	3
73	2	0
35	18	4
86	25	7
72	25	7
68	25	7
29	26	7
67	32	8
68	22	5
42	21	5
56	10	2
71	18	4
89	11	2
49	28	7
65	21	5
73	28	7
59	11	2
30	0	0
54	26	7
38	11	2
42	22	5
76	28	7
32	8	1
78	6	1
59	28	7
50	6	1
35	12	3
81	27	7
58	10	2
53	10	2
33	26	7
64	25	7
41	1	0
42	28	7
42	19	4
65	2	0
48	28	7
51	11	2
69	12	3
33	12	3
60	15	3
45	25	7
65	3	0
53	14	3
52	0	0
44	28	7
90	20	5
29	10	2
67	11	2
45	7	1
81	20	5
72	7	1
45	26	7
72	21	5
48	10	2
49	21	5
48	2	0
79	28	7
85	27	7
86	27	7
41	19	4
90	21	5
88	3	0
40	6	1
33	8	1
37	1	0
42	5	0
34	8	1
79	8	1
92	0	0
52	21	5
74	11	2
44	20	5
54	12	3
30	25	7
43	2	0
72	19	4
60	26	7
58	7	1
64	29	8
61	27	7
68	26	7
40	2	0
32	22	5
47	4	0
56	35	8
43	21	5
36	31	8
38	1	0
38	19	4
85	15	3
52	7	1
48	25	7
44	8	1
83	12	3
58	27	7
72	0	0
48	19	4
88	1	0
59	27	7
81	2	0
90	4	0
54	6	1
69	0	0
85	16	3
54	11	2
45	22	5
85	11	2
29	25	7
74	21	5
80	20	5
92	15	3
36	8	1
43	5	0
35	22	5
89	27	7
64	1	0
58	20	5
63	18	4
73	1	0
49	25	7
61	15	3
91	20	5
86	21	5
54	15	3
33	2	0
43	11	2
46	7	1
74	25	7
64	21	5
76	7	1
41	21	5
69	8	1
42	20	5
90	3	0
73	8	1
44	2	0
86	33	8
69	25	7
58	25	7
73	22	5
57	8	1
83	1	0
36	1	0
62	11	2
62	6	1
46	1	0
48	26	7
66	20	5
60	23	6
41	6	1
57	15	3
63	21	5
77	26	7
34	26	7
57	28	7
34	10	2
61	28	7
67	21	5
44	30	8
44	4	0
85	6	1
91	6	1
46	3	0
29	2	0
65	7	1
45	2	0
91	15	3
87	6	1
34	19	4
39	1	0
32	0	0
52	11	2
40	27	7
36	28	7
91	22	5
75	1	0
69	15	3
42	27	7
83	8	1
29	15	3
40	28	7
74	22	5
72	20	5
75	0	0
55	26	7
88	8	1
37	26	7
61	11	2
29	11	2
45	5	0
84	6	1
55	18	4
74	28	7
46	0	0
88	26	7
72	26	7
69	11	2
83	6	1
48	4	0
41	25	7
65	8	1
68	32	8
55	17	3
34	27	7
58	35	8
63	11	2
53	11	2
55	35	8
