66	0.9831995988587611	0	19	0	19	0
28	0.07896893202236832	0	19	1	0	1
25	0.06658881492452437	0	19	1	0	1
20	0.04706356468694962	0	19	1	0	1
0	0.056031480370381546	0	19	1	0	1
12	0.056031480370381546	0	19	1	0	1
23	0.056031480370381546	0	19	1	0	1
10	0.04706356468694962	0	19	1	0	1
9	0.056031480370381546	0	19	1	0	1
7	0.07896893202236832	0	19	1	0	1
6	0.07896893202236832	0	19	1	0	1
27	0.4378234991142018	0	19	1	0	1
26	0.07896893202236832	0	19	1	0	1
17	0.056031480370381546	0	19	1	0	1
8	0.11020004306298661	0	19	1	0	1
1	0.04706356468694962	0	19	1	0	1
11	0.07896893202236832	0	19	1	0	1
24	0.04706356468694962	0	19	1	0	1
16	0.04706356468694962	0	19	1	0	1
14	0.04706356468694962	0	19	1	0	1
