43	0.9962866114071621	4	28	4	28	0
8	0.5101122571937983	4	28	39	0	1
26	0.6039365810134701	4	28	41	0	1
22	0.4432191529716981	4	28	32	0	1
4	0.4724868003394893	4	28	21	0	1
3	0.4420165280079006	4	28	32	0	1
2	0.4916361229099826	4	28	35	0	1
21	0.6289843432466364	4	28	37	0	1
5	0.5109770256849204	4	28	17	0	1
11	0.471516341597124	4	28	45	0	1
28	0.5506708525340268	4	28	39	0	1
6	0.5069865117597653	4	28	39	0	1
30	0.39306283584527113	4	28	15	24	1
19	0.4154513098507101	4	28	37	0	2
27	0.5131939177200647	4	28	39	0	1
0	0.49718628768702283	4	28	41	0	1
25	0.4191870155814164	4	28	37	0	2
7	0.40878768486886624	4	28	33	0	2
17	0.43337683003038074	4	28	19	0	1
72	0.3649436593205882	4	28	3	21	2
20	0.49159514189260684	4	28	35	0	1
34	0.3695172570936045	4	28	12	27	2
16	0.38573838498139573	4	28	18	0	2
10	0.5345740657359163	4	28	35	0	1
13	0.4249824113733621	4	28	16	0	1
12	0.4352810181003999	4	28	22	0	1
15	0.48902297431507963	4	28	29	0	1
91	0.3725278872479845	4	28	3	0	3
67	0.3725168176792164	4	28	3	0	3
59	0.36593446796801277	4	28	4	24	3
70	0.3896767173676462	4	28	5	19	1
92	0.3657348629084866	4	28	3	19	2
41	0.3665898884563687	4	28	6	34	2
33	0.3701202329428598	4	28	15	22	2
35	0.37409834664629377	4	28	18	28	2
9	0.3884367924410357	4	28	23	0	2
58	0.3650397496731751	4	28	3	31	3
14	0.3857553828534294	4	28	20	0	2
18	0.394167489995493	4	28	26	0	2
90	0.36717235961868777	4	28	5	22	2
54	0.36552841496075633	4	28	4	27	3
44	0.36560028629470465	4	28	4	23	2
1	0.4888117291632015	4	28	34	0	1
46	0.367265440591253	4	28	4	27	2
66	0.3656423544808685	4	28	6	19	3
37	0.36591799939033615	4	28	6	19	2
71	0.36583379028011975	4	28	6	21	3
68	0.36593879230458193	4	28	5	27	2
23	0.38075739673494857	4	28	12	0	2
24	0.41736151742665534	4	28	6	0	1
50	0.366043699472388	4	28	5	21	2
74	0.3672560760730479	4	28	10	22	2
29	0.3697512428653864	4	28	16	30	2
69	0.3655176400053278	4	28	5	27	3
53	0.36546344829134547	4	28	5	27	3
64	0.3656617217812103	4	28	4	28	2
47	0.3725472625131437	4	28	2	0	3
60	0.3653345925101082	4	28	4	25	2
56	0.366424122433367	4	28	6	29	2
52	0.3658235531629308	4	28	6	20	3
75	0.37233718052841824	4	28	2	0	2
88	0.3660209957101485	4	28	5	19	2
32	0.3926617348855259	4	28	13	25	1
86	0.3734422798934461	4	28	3	0	2
61	0.3656854772925316	4	28	3	28	2
76	0.36660574717344635	4	28	8	23	2
51	0.36606421834902153	4	28	4	20	2
40	0.36561962827201694	4	28	3	21	2
36	0.3665074501884517	4	28	8	27	3
31	0.36754226056578176	4	28	8	22	2
62	0.388884225898093	4	28	2	29	1
55	0.3894651725073459	4	28	4	31	1
79	0.365531964045502	4	28	5	23	3
85	0.36633398693658037	4	28	7	20	2
87	0.3730770700068069	4	28	4	0	3
84	0.37257283351637105	4	28	2	0	3
83	0.3652552062862896	4	28	4	23	3
82	0.37240302407854836	4	28	3	0	3
49	0.37210132502726484	4	28	2	0	4
78	0.3653965356752292	4	28	4	19	3
45	0.3728055157726557	4	28	4	0	3
81	0.36621940815467263	4	28	5	25	2
65	0.36612654602204453	4	28	4	26	2
89	0.41480243630838304	4	28	4	15	1
63	0.3893985155885131	4	28	4	26	1
48	0.37297966186953757	4	28	3	0	2
57	0.36575743908494807	4	28	4	27	2
77	0.3721252394374663	4	28	2	0	3
80	0.3648661194988571	4	28	2	17	3
38	0.37203779518673163	4	28	2	0	3
73	0.37173230294393766	4	28	1	0	4
42	0.3647191491286695	4	28	1	29	3
