55	0.9934522653158222	3	31	3	31	0
27	0.5	3	31	35	0	1
28	0.6075568526524033	3	31	37	0	1
15	0.547420879191643	3	31	26	0	1
0	0.48128671325027794	3	31	36	0	1
11	0.53615751807476	3	31	40	0	1
26	0.5721782340582603	3	31	40	0	1
18	0.5045194981480013	3	31	25	0	1
17	0.5007792428812121	3	31	17	0	1
35	0.4942109860099635	3	31	15	28	1
6	0.5360368979702081	3	31	37	0	1
20	0.5179399707355642	3	31	36	0	1
12	0.42465212524013796	3	31	21	0	2
22	0.47878878595121804	3	31	34	0	1
19	0.4798050400658943	3	31	38	0	1
8	0.4987309482458766	3	31	40	0	1
7	0.5186989420300627	3	31	34	0	1
10	0.5112902676559484	3	31	32	0	1
21	0.48621915529509996	3	31	36	0	1
9	0.42125048493893924	3	31	21	0	2
74	0.40274110550114905	3	31	11	22	2
1	0.5484574414690283	3	31	27	0	1
25	0.49415594899190307	3	31	37	0	1
33	0.4059970494044802	3	31	15	22	2
14	0.4980376633066084	3	31	18	0	1
2	0.4784223340943185	3	31	34	0	1
54	0.40025014386487434	3	31	2	27	3
50	0.4227443673047018	3	31	5	21	1
13	0.4546118525984848	3	31	14	0	1
4	0.4183683740382401	3	31	19	0	2
87	0.40062082385059317	3	31	4	25	3
41	0.4020718410072054	3	31	6	34	2
84	0.4075950386916428	3	31	1	0	3
29	0.40505697313312866	3	31	12	30	2
76	0.4019928909951438	3	31	9	23	2
32	0.4057067982207892	3	31	11	25	2
37	0.40026772552668477	3	31	4	19	2
40	0.4084574358594531	3	31	4	0	3
3	0.4323705619920065	3	31	31	0	2
90	0.40111732454000976	3	31	3	22	2
71	0.40191604405818643	3	31	6	21	2
70	0.4084801744559208	3	31	4	0	3
23	0.45025297969620204	3	31	9	0	1
63	0.4008332395614156	3	31	3	26	2
85	0.402229109241755	3	31	8	20	2
30	0.42635941759602475	3	31	14	24	1
16	0.41922296254122515	3	31	19	0	2
68	0.4226985080682312	3	31	4	27	1
56	0.40832576157800077	3	31	4	0	2
52	0.4011102953888655	3	31	6	20	2
75	0.4075720832542994	3	31	2	0	2
88	0.4087346985672752	3	31	5	0	2
51	0.40044789345149445	3	31	4	20	2
24	0.40895494720680237	3	31	5	0	2
59	0.4096684763971625	3	31	5	0	3
81	0.4219809437284989	3	31	2	25	1
65	0.4219809437284989	3	31	2	26	1
5	0.4176243790590141	3	31	17	0	2
86	0.4081863799927295	3	31	3	0	3
61	0.4096189051120536	3	31	4	0	2
64	0.42214578998762353	3	31	3	28	1
72	0.4004817349693641	3	31	3	21	2
34	0.40368158585339126	3	31	10	27	2
58	0.40860702922672726	3	31	4	0	3
66	0.4005117155425514	3	31	4	19	3
46	0.4010659813010945	3	31	3	27	2
60	0.4010955606931484	3	31	5	25	2
36	0.4018453957445434	3	31	6	27	2
79	0.40106718211851405	3	31	5	23	2
83	0.4012634573363436	3	31	7	23	2
44	0.4223098060565731	3	31	4	23	1
82	0.40069968160679126	3	31	4	20	2
43	0.4077390428598359	3	31	3	0	3
38	0.40031933157548943	3	31	4	21	3
62	0.4078297438067463	3	31	3	0	3
49	0.4001963982792475	3	31	2	25	3
78	0.40110901912687913	3	31	4	19	2
92	0.4083840114220092	3	31	3	0	3
45	0.40043357993119066	3	31	4	25	3
31	0.4023312046480523	3	31	5	22	2
69	0.4010689654761431	3	31	5	27	2
89	0.422111664155941	3	31	2	15	1
57	0.4016504099299402	3	31	5	27	2
48	0.4005309974429489	3	31	5	27	3
53	0.4009799970660425	3	31	5	27	2
73	0.4071519995540788	3	31	1	0	3
47	0.39985902655253674	3	31	1	26	3
39	0.4077514718367882	3	31	2	0	3
91	0.40043373816095496	3	31	2	17	2
67	0.4004340086793363	3	31	4	22	3
80	0.4007203485893663	3	31	3	17	2
77	0.4073468316916607	3	31	1	0	4
