49	0.9967037540342427	2	25	2	25	0
10	0.628401462890871	2	25	35	0	1
19	0.4955111850670324	2	25	44	0	1
11	0.499205256783555	2	25	47	0	1
27	0.49657332295168555	2	25	41	0	1
13	0.5056327326207889	2	25	15	0	1
12	0.5194507554841736	2	25	22	0	1
28	0.6885708891842924	2	25	41	0	1
21	0.6361577197837851	2	25	41	0	1
25	0.5	2	25	42	0	1
6	0.49351982012423073	2	25	43	0	1
26	0.5552973807541304	2	25	45	0	1
7	0.4758536300219038	2	25	37	0	1
8	0.5481019197307145	2	25	41	0	1
5	0.5088490871043602	2	25	21	0	1
41	0.4176877914995765	2	25	5	34	1
0	0.44983867000368444	2	25	44	0	2
20	0.43263705578832296	2	25	40	0	2
4	0.4076774187809579	2	25	23	0	2
1	0.5252352608938494	2	25	34	0	1
3	0.41327428124689836	2	25	30	0	2
22	0.5753474476132322	2	25	38	0	1
2	0.47494551572644295	2	25	38	0	1
30	0.3922044899754807	2	25	16	24	2
17	0.46536159550887357	2	25	18	0	1
72	0.3889214755279056	2	25	4	21	3
34	0.3961700001273734	2	25	15	27	2
9	0.5089550016514723	2	25	21	0	1
58	0.4454284676465643	2	25	2	31	1
15	0.42431862862604786	2	25	33	0	2
66	0.3901261504709432	2	25	5	19	2
46	0.390429174604358	2	25	4	27	2
60	0.3891451218213857	2	25	4	25	3
35	0.39614463473107664	2	25	17	28	2
23	0.40143142259099557	2	25	12	0	2
32	0.39120238163518595	2	25	10	25	2
36	0.39891041123025317	2	25	8	0	3
14	0.41574430712124727	2	25	20	0	2
79	0.3892168512290212	2	25	4	23	3
74	0.391194600619162	2	25	12	22	3
24	0.3982661943091543	2	25	7	0	3
75	0.38867482775717505	2	25	2	22	3
88	0.3904961876834436	2	25	7	19	2
85	0.38968447675557716	2	25	7	20	3
38	0.3888741500451626	2	25	4	21	2
16	0.4090473557679976	2	25	23	0	3
48	0.3890420673074588	2	25	5	27	2
83	0.3894210445073983	2	25	6	23	3
71	0.3901052540781438	2	25	4	21	2
18	0.4672923847855171	2	25	30	0	1
59	0.3913915031004	2	25	7	24	2
89	0.3972611703107683	2	25	4	0	3
33	0.3955426949415501	2	25	18	22	2
67	0.38885631291368994	2	25	3	22	2
92	0.41761412603249126	2	25	5	19	1
53	0.3902703707273857	2	25	6	27	2
29	0.39271947630311915	2	25	13	30	2
40	0.3901181676478533	2	25	5	21	2
54	0.3910142525082174	2	25	4	27	2
52	0.3905690260199761	2	25	7	20	2
82	0.3888819298397132	2	25	4	20	2
43	0.38923453731178254	2	25	5	28	3
62	0.3888226276011959	2	25	3	29	3
50	0.3895169211506465	2	25	5	21	3
76	0.3896994975624796	2	25	7	23	2
86	0.38896093466316894	2	25	3	23	3
61	0.3893822993885174	2	25	5	28	3
77	0.39678964273072337	2	25	4	0	3
73	0.396315552191404	2	25	3	0	4
65	0.3972398641774738	2	25	5	0	3
69	0.38931228518131256	2	25	5	27	3
45	0.3897150725978979	2	25	5	25	2
37	0.3904288349781065	2	25	7	19	2
51	0.3903511137115719	2	25	6	20	2
81	0.3968728575850946	2	25	4	0	3
31	0.3903063440013551	2	25	6	22	2
78	0.41724368905225495	2	25	4	19	1
84	0.3965770362247767	2	25	2	0	3
90	0.39008402522522007	2	25	4	22	2
68	0.39003476635077716	2	25	4	27	2
91	0.38879873722363056	2	25	2	17	3
56	0.3902246753652769	2	25	5	29	2
70	0.41766824233457256	2	25	6	19	1
42	0.3957933239387731	2	25	1	0	3
55	0.3890058698810331	2	25	3	31	3
64	0.38892969868418437	2	25	3	28	3
44	0.3901164931475596	2	25	5	23	2
63	0.38915295479187084	2	25	4	26	3
57	0.39687350577225283	2	25	4	0	3
87	0.3890989359122927	2	25	3	25	3
39	0.39622705476576064	2	25	2	0	4
80	0.3959398728490066	2	25	1	0	4
47	0.38894899977795233	2	25	2	26	3
